# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* Pn2.3058            K09422  126.07  234.9   7.5e-70 transcription factor MYB, plant
* Pn2.3065            K00031  117.30  755.9  1.3e-227 isocitrate dehydrogenase [EC:1.1.1.42]
* Pn2.3068            K02918   58.50  233.5   1.7e-69 large subunit ribosomal protein L35e
* Pn2.3070            K15283  254.67  373.0  7.9e-112 solute carrier family 35, member E1
* Pn2.3071            K09422  126.07  177.9   1.5e-52 transcription factor MYB, plant
* Pn2.3080            K04728  791.60 1308.4         0 serine-protein kinase ATM [EC:2.7.11.1]
* Pn2.3094            K14843   85.33  364.1  6.5e-109 pescadillo
* Pn2.3096            K03714  162.63  205.3   8.2e-61 glycoprotein 2-beta-D-xylosyltransferase [EC:2.4.2.38]
* Pn2.3103            K05933  275.93  547.2  8.5e-165 aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]
* Pn2.3105            K11088   93.97  212.5   1.7e-63 small nuclear ribonucleoprotein D3
* Pn2.3117            K09286   88.90  136.3   6.4e-40 EREBP-like factor
* Pn2.3119            K22763  101.87  278.5   4.3e-83 deubiquitinase DESI2 [EC:3.4.19.12]
* Pn2.3122            K12581   70.30  478.2  6.7e-144 CCR4-NOT transcription complex subunit 7/8
* Pn2.3124            K18999  197.23  515.9  5.3e-155 RNA polymerase II C-terminal domain phosphatase-like 3/4 [EC:3.1.3.16]
* Pn2.3127            K06693   81.50  227.2   1.6e-67 26S proteasome regulatory subunit N4
* Pn2.3128            K01246   29.53  340.4  3.1e-102 DNA-3-methyladenine glycosylase I [EC:3.2.2.20]
* Pn2.3129            K03263   43.97  312.5   5.8e-94 translation initiation factor 5A
* Pn2.3134            K17583  215.23  337.7  7.6e-101 nucleolar MIF4G domain-containing protein 1
* Pn2.3138            K00131  525.27  822.1    6e-248 glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
* Pn2.3139            K17499  344.60  595.6  3.4e-179 protein phosphatase 1G [EC:3.1.3.16]
* Pn2.3139            K14803  366.73  373.6  4.6e-112 protein phosphatase PTC2/3 [EC:3.1.3.16]
* Pn2.3143            K07137  118.43  511.1  1.4e-153 uncharacterized protein
* Pn2.3146            K02916   24.67   88.9   1.8e-25 large subunit ribosomal protein L35
* Pn2.3148            K07297  161.70  407.7  2.8e-122 adiponectin receptor
* Pn36.2              K10255  241.20  310.2   1.2e-92 acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]
* Pn36.7              K00131  525.27  826.2  3.4e-249 glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
* Pn36.12             K07137  118.43  554.7    9e-167 uncharacterized protein
* Pn36.16             K02916   24.67   94.5   3.6e-27 large subunit ribosomal protein L35
* Pn36.18             K07297  161.70  407.0  4.6e-122 adiponectin receptor
* Pn36.23             K01904  559.03  752.5    3e-226 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn36.25             K01904  559.03  724.2  1.1e-217 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn36.27             K03351  291.73  550.9  2.6e-165 anaphase-promoting complex subunit 4
* Pn36.33             K03456  142.97  660.4  1.6e-198 serine/threonine-protein phosphatase 2A regulatory subunit A
* Pn36.34             K03456  142.97  260.2   1.9e-77 serine/threonine-protein phosphatase 2A regulatory subunit A
* Pn36.35             K13449  155.07  207.4   1.1e-61 pathogenesis-related protein 1
* Pn36.37             K01805  103.87  677.2    7e-204 xylose isomerase [EC:5.3.1.5]
* Pn36.38             K13413  453.17  579.9  1.5e-174 mitogen-activated protein kinase kinase 4/5 [EC:2.7.12.2]
* Pn36.41             K12859   70.97   90.9   3.6e-26 U5 snRNP protein, DIM1 family
* Pn36.42             K00058  332.70  576.0  3.9e-173 D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
* Pn36.42             K07942  324.03  384.8  1.5e-115 ADP-ribosylation factor-like protein 1
* Pn36.44             K01662  335.33 1029.0         0 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
* Pn36.44             K00615  184.93  189.6   5.1e-56 transketolase [EC:2.2.1.1]
* Pn36.50             K00901   97.87   99.3     7e-29 diacylglycerol kinase (ATP) [EC:2.7.1.107]
* Pn36.52             K22900   83.90  320.6     7e-96 tRNA (adenine37-N6)-methyltransferase [EC:2.1.1.-]
* Pn36.52             K02135   31.73   89.1   1.2e-25 F-type H+-transporting ATPase subunit epsilon
* Pn36.54             K06027  330.93  527.6  2.9e-158 vesicle-fusing ATPase [EC:3.6.4.6]
* Pn36.55             K00231  157.90  316.1   2.3e-94 protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
* Pn36.58             K05391  229.50  863.6  7.8e-260 cyclic nucleotide gated channel, plant
* Pn36.69             K13456   42.17   64.9   4.5e-18 RPM1-interacting protein 4
* Pn36.73             K01609  316.67  335.7  1.5e-100 indole-3-glycerol phosphate synthase [EC:4.1.1.48]
* Pn36.75             K08286  386.33  451.3  1.3e-135 protein-serine/threonine kinase [EC:2.7.11.-]
* Pn36.79             K25796  119.97  241.4   5.1e-72 plant-specific transcription factor YABBY family protein
* Pn36.83             K14490   68.27  212.4   2.8e-63 histidine-containing phosphotransfer peotein
* Pn36.91             K06413  222.70  250.0   1.9e-74 stage V sporulation protein K
* Pn36.93             K04075  115.90  200.7   2.1e-59 tRNA(Ile)-lysidine synthase [EC:6.3.4.19]
* Pn36.100            K10418   84.23  136.7   2.5e-40 dynein light chain LC8-type
* Pn36.101            K15919  370.03  609.7  4.6e-183 glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
* Pn36.106            K09422  126.07  235.9   3.6e-70 transcription factor MYB, plant
* Pn36.108            K02695  128.60  242.4   3.6e-73 photosystem I subunit VI
* Pn36.109            K09338   75.40  130.3   4.2e-38 homeobox-leucine zipper protein
* Pn36.126            K24140  233.90  317.5   3.1e-95 glutaredoxin-dependent peroxiredoxin [EC:1.11.1.25]
* Pn36.129            K06664   96.20  364.2    3e-109 peroxin-2
* Pn36.130            K03237  115.17  182.3   6.2e-54 translation initiation factor 2 subunit 1
* Pn36.133            K00103  372.67  507.0  2.3e-152 L-gulonolactone oxidase [EC:1.1.3.8]
* Pn36.138            K05756   74.00  299.1   1.8e-89 actin related protein 2/3 complex, subunit 3
* Pn36.141            K17506  309.43  450.3  3.2e-135 protein phosphatase 1L [EC:3.1.3.16]
* Pn36.143            K09338   75.40  153.4   4.1e-45 homeobox-leucine zipper protein
* Pn36.147            K08235  152.70  157.3   3.1e-46 xyloglucan:xyloglucosyl transferase [EC:2.4.1.207]
* Pn36.148            K14544  234.57 1031.9         0 U3 small nucleolar RNA-associated protein 22
* Pn36.154            K12179  192.77  454.6  7.9e-137 COP9 signalosome complex subunit 6
* Pn36.157            K03281  321.90  388.4  2.9e-116 chloride channel protein, CIC family
* Pn36.158            K22683  387.33  396.5    8e-119 aspartyl protease family protein [EC:3.4.23.-]
* Pn36.172            K06689  279.60  302.1   1.9e-90 ubiquitin-conjugating enzyme E2 D [EC:2.3.2.23]
* Pn36.176            K17086  588.07  772.8    2e-232 transmembrane 9 superfamily member 2/4
* Pn3.5               K06689  279.60  351.9  1.3e-105 ubiquitin-conjugating enzyme E2 D [EC:2.3.2.23]
* Pn3.8               K17086  588.07  771.4  5.5e-232 transmembrane 9 superfamily member 2/4
* Pn3.11              K24917  225.83  799.6  7.1e-241 amino acid permease
* Pn3.12              K08066  103.87  160.7   2.6e-47 nuclear transcription factor Y, gamma
* Pn3.14              K00975  197.27  397.6    3e-119 glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
* Pn3.14              K11087   81.67  188.8   1.3e-56 small nuclear ribonucleoprotein D1
* Pn3.17              K12616  285.43 1141.9         0 enhancer of mRNA-decapping protein 4
* Pn3.29              K19893  437.63  631.0  3.9e-190 glucan endo-1,3-beta-glucosidase 5/6 [EC:3.2.1.39]
* Pn3.31              K00873   50.03  680.3  8.4e-205 pyruvate kinase [EC:2.7.1.40]
* Pn3.34              K04392  348.03  365.6  5.6e-110 Ras-related C3 botulinum toxin substrate 1
* Pn3.38              K10576  145.97  378.1  2.9e-113 ubiquitin-conjugating enzyme E2 H [EC:2.3.2.23]
* Pn3.42              K18266  178.77  340.0  7.1e-102 protein NDRG1
* Pn3.45              K04354  121.23  797.4  8.8e-240 serine/threonine-protein phosphatase 2A regulatory subunit B
* Pn3.46              K06634  194.97  386.7  7.7e-116 cyclin H
* Pn3.52              K12812  414.13  844.7  2.2e-254 ATP-dependent RNA helicase UAP56/SUB2 [EC:3.6.4.13]
* Pn3.53              K02910   29.03  187.3   1.3e-55 large subunit ribosomal protein L31e
* Pn3.61              K22825   57.40  301.9   3.4e-90 non-structural maintenance of chromosomes element 4
* Pn3.64              K10256  485.57  723.8  4.9e-218 omega-6 fatty acid desaturase / acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.6 1.14.19.22]
* Pn3.71              K01213  513.57  546.2  3.3e-164 galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]
* Pn3.75              K20628  126.20  167.2   2.6e-49 expansin
* Pn3.76              K06934   42.20   46.4   1.2e-12 uncharacterized protein
* Pn3.77              K20308  129.13  578.1  1.7e-173 trafficking protein particle complex subunit 11
* Pn3.80              K04460  418.27  462.1  1.4e-138 serine/threonine-protein phosphatase 5 [EC:3.1.3.16]
* Pn3.82              K00895  235.27  826.6  8.4e-249 diphosphate-dependent phosphofructokinase [EC:2.7.1.90]
* Pn3.83              K03350  260.07  407.1  7.8e-122 anaphase-promoting complex subunit 3
* Pn3.89              K20179  181.60  273.5   1.3e-81 vacuolar protein sorting-associated protein 11
* Pn3.91              K07904  357.17  368.0    2e-110 Ras-related protein Rab-11A
* Pn3.96              K08332  179.93  185.6   6.8e-55 vacuolar protein 8
* Pn3.99              K17790   88.00  143.6     3e-42 mitochondrial import inner membrane translocase subunit TIM22
* Pn3.110             K08057  492.47  688.9  2.1e-207 calreticulin
* Pn3.128             K11584  256.60  785.8  2.6e-236 serine/threonine-protein phosphatase 2A regulatory subunit B'
* Pn3.129             K00051  663.90  821.4  5.8e-248 malate dehydrogenase (NADP+) [EC:1.1.1.82]
* Pn3.147             K04565   83.20  252.1   2.1e-75 superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
* Pn3.148             K09873  271.70  413.0  3.8e-124 aquaporin TIP
* Pn3.155             K11584  256.60  786.4  1.8e-236 serine/threonine-protein phosphatase 2A regulatory subunit B'
* Pn3.157             K00051  663.90  825.2  4.1e-249 malate dehydrogenase (NADP+) [EC:1.1.1.82]
* Pn3.171             K13103  121.33  882.7  1.4e-265 tuftelin-interacting protein 11
* Pn3.174             K04565   83.20  252.9   1.2e-75 superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
* Pn3.175             K09873  271.70  413.0  3.8e-124 aquaporin TIP
* Pn3.183             K01728  165.50  415.3  1.6e-124 pectate lyase [EC:4.2.2.2]
* Pn3.184             K19366   91.33  198.5   9.6e-59 spartin
* Pn3.185             K14484   88.07  151.3   1.7e-44 auxin-responsive protein IAA
* Pn3.186             K15718 1198.13 1415.4         0 linoleate 9S-lipoxygenase [EC:1.13.11.58]
* Pn3.194             K05863  231.57  289.5   2.3e-86 solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31
* Pn3.195             K02926   95.43  267.2   7.7e-80 large subunit ribosomal protein L4
* Pn3.198             K15687   85.87   92.8   1.1e-26 E3 ubiquitin-protein ligase makorin [EC:2.3.2.27]
* Pn3.203             K08493   78.90  305.8   1.8e-91 vesicle transport through interaction with t-SNAREs 1
* Pn3.218             K17822  254.17  380.4  5.1e-114 DCN1-like protein 1/2
* Pn3.219             K13082  421.10  605.1  1.3e-182 bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase [EC:1.1.1.219 1.1.1.234]
* Pn3.233             K17822  254.17  379.0  1.4e-113 DCN1-like protein 1/2
* Pn3.234             K13082  421.10  605.1  1.3e-182 bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase [EC:1.1.1.219 1.1.1.234]
* Pn3.241             K01247  181.27  350.5  6.7e-105 DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
* Pn3.243             K17681  223.97  276.0   2.6e-82 ATPase family AAA domain-containing protein 3A/B
* Pn3.244             K14573  174.73  354.8  4.2e-106 nucleolar protein 4
* Pn3.245             K14573  174.73  302.5   2.8e-90 nucleolar protein 4
* Pn3.253             K23292  107.77  336.4  1.1e-100 endoplasmic reticulum junction formation protein lunapark
* Pn3.256             K19600  127.33  327.1   9.7e-98 tubby and related proteins
* Pn3.257             K01051   76.27  413.2  5.8e-124 pectinesterase [EC:3.1.1.11]
* Pn3.261             K14857  279.53  809.3  1.8e-243 AdoMet-dependent rRNA methyltransferase SPB1 [EC:2.1.1.-]
* Pn3.263             K15501  876.20  886.0  1.5e-266 serine/threonine-protein phosphatase 6 regulatory subunit 3
* Pn3.264             K05956  271.87  640.0  1.9e-192 geranylgeranyl transferase type-2 subunit beta [EC:2.5.1.60]
* Pn3.265             K14824  148.03  516.4  6.3e-155 ribosome biogenesis protein ERB1
* Pn3.267             K05909  434.30  974.8  1.7e-293 laccase [EC:1.10.3.2]
* Pn3.272             K03094   60.53  135.4   1.1e-39 S-phase kinase-associated protein 1
* Pn3.279             K13415  670.27 1714.2         0 protein brassinosteroid insensitive 1 [EC:2.7.10.1 2.7.11.1]
* Pn3.280             K02964  170.27  331.1  8.6e-100 small subunit ribosomal protein S18e
* Pn3.282             K12124 1487.83 2133.3         0 GIGANTEA
* Pn3.283             K08472  160.90  306.5   1.3e-91 mlo protein
* Pn3.285             K14664  552.90  757.8  3.9e-228 IAA-amino acid hydrolase [EC:3.5.1.-]
* Pn3.286             K11090  248.83  405.8  1.6e-121 lupus La protein
* Pn3.287             K12402  420.50  745.9  1.4e-224 AP-4 complex subunit mu-1
* Pn3.313             K06670  148.37  215.6   6.4e-64 cohesin complex subunit SCC1
* Pn3.320             K14207  611.70  641.3  6.5e-193 solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 2
* Pn3.327             K04079   60.10  725.3    5e-218 molecular chaperone HtpG
* Pn3.356             K14515  337.93  906.7  3.3e-273 EIN3-binding F-box protein
* Pn3.360             K01184  446.20  477.0  2.7e-143 polygalacturonase [EC:3.2.1.15]
* Pn3.361             K14799  388.70  939.6  9.6e-283 pre-rRNA-processing protein TSR1
* Pn3.364             K11699  136.07  161.8     8e-48 RNA-dependent RNA polymerase [EC:2.7.7.48]
* Pn3.372             K24193  401.27  829.6  1.3e-249 MFS transporter, SP family, sugar:H+ symporter
* Pn3.379             K24193  401.27  467.1  5.5e-140 MFS transporter, SP family, sugar:H+ symporter
* Pn3.380             K24193  401.27  862.8  1.3e-259 MFS transporter, SP family, sugar:H+ symporter
* Pn3.383             K24193  401.27  859.3  1.4e-258 MFS transporter, SP family, sugar:H+ symporter
* Pn3.385             K24193  401.27  583.3  3.9e-175 MFS transporter, SP family, sugar:H+ symporter
* Pn3.387             K24193  401.27  858.5  2.6e-258 MFS transporter, SP family, sugar:H+ symporter
* Pn3.394             K24193  401.27  812.2  2.4e-244 MFS transporter, SP family, sugar:H+ symporter
* Pn3.400             K24193  401.27  833.9  6.6e-251 MFS transporter, SP family, sugar:H+ symporter
* Pn3.404             K14310  316.27  754.1  1.2e-226 nuclear pore complex protein Nup205
* Pn3.406             K02956   31.80   99.9   7.6e-29 small subunit ribosomal protein S15
* Pn3.408             K11594  716.27  873.0  6.8e-263 ATP-dependent RNA helicase DDX3X [EC:3.6.4.13]
* Pn3.416             K02980   75.23  135.1   1.1e-39 small subunit ribosomal protein S29e
* Pn3.417             K10418   84.23  147.8     1e-43 dynein light chain LC8-type
* Pn3.418             K05294  126.57  562.3  9.9e-169 GPI inositol-deacylase [EC:3.-.-.-]
* Pn3.421             K11338  612.63  664.5  5.5e-200 RuvB-like protein 2 [EC:5.6.2.3]
* Pn3.423             K11864   99.57  201.2   1.5e-59 BRCA1/BRCA2-containing complex subunit 3 [EC:3.4.19.-]
* Pn3.436             K01937   96.93 1026.9         0 CTP synthase [EC:6.3.4.2]
* Pn3.445             K14156  326.30  422.6  9.6e-127 choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82]
* Pn3.450             K13126  201.80  757.9    7e-228 polyadenylate-binding protein
* Pn3.451             K14521  572.50 1570.2         0 N-acetyltransferase 10 [EC:2.3.1.-]
* Pn3.454             K13628  136.67  149.6   3.3e-44 iron-sulfur cluster assembly protein
* Pn3.457             K07933  130.90  286.2   1.4e-85 Rab-like protein 3
* Pn3.464             K10573  232.20  374.5  1.5e-112 ubiquitin-conjugating enzyme E2 A [EC:2.3.2.23]
* Pn3.465             K23953  174.83  383.4  4.3e-115 plant cysteine oxidase [EC:1.13.11.-]
* Pn3.472             K23338  143.73  300.7   7.3e-90 glucose-induced degradation protein 8
* Pn3.473             K03979  150.60  333.5   1.2e-99 GTPase [EC:3.6.5.-]
* Pn3.474             K02899   37.27  167.4     2e-49 large subunit ribosomal protein L27
* Pn3.478             K16075   95.47  318.1   3.3e-95 magnesium transporter
* Pn3.479             K12355  812.77  947.8  8.9e-286 coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]
* Pn3.479             K00128  587.87  651.8  5.1e-196 aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
* Pn3.488             K19027  306.93 1845.6         0 zinc finger FYVE domain-containing protein 26
* Pn3.492             K10144  308.13  416.5  3.7e-125 RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]
