# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* Pn24.439            K24139   83.60  113.5   4.1e-33 auxin efflux carrier family protein
* Pn24.440            K14803  366.73  395.7    9e-119 protein phosphatase PTC2/3 [EC:3.1.3.16]
* Pn24.441            K22936   76.60  142.0   1.1e-41 protein canopy 1/2
* Pn24.445            K05359  350.00  506.3  3.1e-152 arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51]
* Pn24.445            K04518  225.33  292.2   3.5e-87 prephenate dehydratase [EC:4.2.1.51]
* Pn24.450            K12472  266.63  493.5  7.2e-148 epidermal growth factor receptor substrate 15
* Pn24.451            K13119  114.73  464.4  3.1e-139 protein FAM50
* Pn24.452            K13249   50.17  235.1   6.5e-70 translocon-associated protein subunit alpha
* Pn24.456            K12173   66.93  363.5  7.6e-109 BRCA1-A complex subunit BRE
* Pn24.460            K03767  188.17  238.5   3.5e-71 peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]
* Pn24.460            K01802   89.63   93.7   6.3e-27 peptidylprolyl isomerase [EC:5.2.1.8]
* Pn24.466            K01426  291.80  436.8  6.3e-131 amidase [EC:3.5.1.4]
* Pn24.479            K10772  304.97  547.5  2.3e-164 AP endonuclease 2 [EC:4.2.99.18]
* Pn24.482            K13946  320.33  939.4  1.8e-283 auxin influx carrier (AUX1 LAX family)
* Pn24.486            K05765   78.07  225.3   2.5e-67 cofilin
* Pn24.488            K15333  130.53  180.0   2.4e-53 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* Pn24.492            K01191  497.43  517.7  2.7e-155 alpha-mannosidase [EC:3.2.1.24]
* Pn24.495            K24917  225.83  735.2  2.3e-221 amino acid permease
* Pn24.500            K09422  126.07  271.2   6.7e-81 transcription factor MYB, plant
* Pn24.508            K01735  319.53  574.5    1e-172 3-dehydroquinate synthase [EC:4.2.3.4]
* Pn24.509            K04392  348.03  365.9  4.8e-110 Ras-related C3 botulinum toxin substrate 1
* Pn24.515            K03094   60.53  125.9   8.6e-37 S-phase kinase-associated protein 1
* Pn24.516            K03094   60.53  408.4  4.5e-123 S-phase kinase-associated protein 1
* Pn24.516            K03872   74.23  103.3   5.5e-30 elongin-C
* Pn24.517            K03094   60.53  102.6   1.1e-29 S-phase kinase-associated protein 1
* Pn24.523            K05309   64.47  448.2  1.4e-134 microsomal prostaglandin-E synthase 2 [EC:5.3.99.3]
* Pn24.525            K18757  110.20  212.9   4.4e-63 la-related protein 1
* Pn24.526            K09872  227.30  519.6  1.6e-156 aquaporin PIP
* Pn24.532            K13947  238.33  500.3  2.9e-150 auxin efflux carrier family protein
* Pn24.538            K20628  126.20  179.2     6e-53 expansin
* Pn24.539            K01102  188.10  417.7  2.7e-125 pyruvate dehydrogenase phosphatase [EC:3.1.3.43]
* Pn24.541            K17609   52.17  274.3   8.4e-82 nucleoredoxin [EC:1.8.1.8]
* Pn24.544            K17794   74.40  217.2   1.3e-64 mitochondrial import inner membrane translocase subunit TIM23
* Pn24.552            K03006 1310.60 1749.6         0 DNA-directed RNA polymerase II subunit RPB1 [EC:2.7.7.6]
* Pn24.555            K01115  109.87  665.3  8.2e-200 phospholipase D1/2 [EC:3.1.4.4]
* Pn24.560            K03320  155.20  399.4    1e-119 ammonium transporter, Amt family
* Pn24.563            K11498  542.63  649.3  5.7e-195 centromeric protein E
* Pn24.564            K01102  188.10  273.5   1.4e-81 pyruvate dehydrogenase phosphatase [EC:3.1.3.43]
* Pn24.565            K11271   49.77  198.7   6.5e-59 sister chromatid cohesion protein DCC1
* Pn24.567            K17777   78.97  111.3   1.8e-32 mitochondrial import inner membrane translocase subunit TIM9
* Pn24.572            K17498   80.80  304.4   8.8e-91 transcription factor SPN1
* Pn24.576            K08998   20.63  131.5   1.7e-38 uncharacterized protein
* Pn24.578            K08956  979.37 1076.7         0 AFG3 family protein [EC:3.4.24.-]
* Pn24.582            K05909  434.30  987.5  2.4e-297 laccase [EC:1.10.3.2]
* Pn24.585            K16283  121.70  483.3  9.5e-146 E3 ubiquitin-protein ligase SDIR1 [EC:2.3.2.27]
* Pn24.594            K11982  136.10  232.3   4.2e-69 E3 ubiquitin-protein ligase RNF115/126 [EC:2.3.2.27]
* Pn24.597            K16250 1128.67 1583.7         0 DNA-directed RNA polymerase IV subunit 1 [EC:2.7.7.6]
* Pn24.600            K01942  252.53  547.2  3.6e-164 biotin---protein ligase [EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15]
* Pn24.600            K03524  156.13  185.1   1.2e-54 BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
* Pn24.610            K01904  559.03  694.9  7.9e-209 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn24.611            K01904  559.03  700.2    2e-210 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn24.618            K09422  126.07  250.0   1.8e-74 transcription factor MYB, plant
* Pn24.624            K13107  109.90  206.0   4.9e-61 RNA-binding motif protein, X-linked 2
* Pn24.625            K20729   71.23  124.8   1.5e-36 protein EPIDERMAL PATTERNING FACTOR 1/2
* Pn24.626            K09495  592.50  946.3  3.3e-285 T-complex protein 1 subunit gamma
* Pn24.631            K00789   17.40  664.1  8.8e-200 S-adenosylmethionine synthetase [EC:2.5.1.6]
* Pn24.633            K00789   17.40  686.5  1.4e-206 S-adenosylmethionine synthetase [EC:2.5.1.6]
* Pn24.638            K01904  559.03  697.3  1.5e-209 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn24.640            K01904  559.03  696.0  3.7e-209 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn24.641            K01904  559.03  705.7  4.3e-212 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn24.647            K09422  126.07  252.2   3.9e-75 transcription factor MYB, plant
* Pn24.654            K13107  109.90  165.3   1.1e-48 RNA-binding motif protein, X-linked 2
* Pn24.655            K20729   71.23  127.7     2e-37 protein EPIDERMAL PATTERNING FACTOR 1/2
* Pn24.656            K09495  592.50  966.6  2.3e-291 T-complex protein 1 subunit gamma
* Pn24.660            K00789   17.40  418.8  1.7e-125 S-adenosylmethionine synthetase [EC:2.5.1.6]
* Pn24.661            K00789   17.40  192.8     5e-57 S-adenosylmethionine synthetase [EC:2.5.1.6]
* Pn24.662            K00789   17.40  688.4  3.8e-207 S-adenosylmethionine synthetase [EC:2.5.1.6]
* Pn24.666            K23553   66.40  437.9  2.3e-131 post-GPI attachment to proteins factor 3
* Pn24.667            K13288   59.70  340.1  4.5e-102 oligoribonuclease [EC:3.1.-.-]
* Pn24.668            K01052  123.20  464.2  4.3e-139 lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]
* Pn24.669            K00128  587.87  720.6  7.3e-217 aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
* Pn24.671            K20623  773.33  788.8  7.1e-238 typhasterol/6-deoxotyphasterol 2alpha-hydroxylase
* Pn24.672            K20623  773.33  786.7  3.2e-237 typhasterol/6-deoxotyphasterol 2alpha-hydroxylase
* Pn24.673            K14815  146.30  364.9  1.6e-109 mRNA turnover protein 4
* Pn24.694            K11490   68.87   97.7   4.6e-28 condensin-2 complex subunit H2
* Pn24.696            K08266  185.33  516.8  9.5e-156 target of rapamycin complex subunit LST8
* Pn24.710            K08235  152.70  377.9  3.9e-113 xyloglucan:xyloglucosyl transferase [EC:2.4.1.207]
* Pn24.721            K19202   30.60   42.2   3.2e-11 histone deacetylase complex subunit SAP30
* Pn24.723            K12185   44.93  137.8   1.8e-40 ESCRT-I complex subunit VPS37
* Pn24.724            K23288  131.43  230.1   2.2e-68 syndetin
* Pn24.734            K01633   95.30  173.3   2.9e-51 7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]
* Pn24.738            K12606   72.83  176.0     5e-52 CCR4-NOT transcription complex subunit 9
* Pn24.740            K05531  210.03  240.8   1.7e-71 mannan polymerase II complex MNN10 subunit [EC:2.4.1.-]
* Pn24.751            K20403  120.60  280.6   1.2e-83 TELO2-interacting protein 1
* Pn24.752            K24070  796.03 1177.2         0 poly [ADP-ribose] polymerase 1 [EC:2.4.2.30]
* Pn24.752            K10798  411.43  491.7    2e-147 poly [ADP-ribose] polymerase 2/3/4 [EC:2.4.2.30]
* Pn24.753            K13945  264.97  313.6   8.7e-94 LOB domain-containing protein 29
* Pn24.755            K01110  393.43  502.2    1e-150 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]
* Pn24.758            K08176  334.53  418.1  2.8e-125 MFS transporter, PHS family, inorganic phosphate transporter
* Pn24.761            K23398   47.23  268.8   4.4e-80 activating signal cointegrator 1
* Pn24.762            K09286   88.90  144.9   1.5e-42 EREBP-like factor
* Pn24.774            K15015  266.63  424.2  3.1e-127 solute carrier family 32 (vesicular inhibitory amino acid transporter)
* Pn24.777            K14488   34.97   85.0   3.8e-24 SAUR family protein
* Pn24.779            K20782  219.67  616.7  1.2e-185 hydroxyproline O-arabinosyltransferase [EC:2.4.2.58]
* Pn24.786            K00621   69.93  251.2   7.1e-75 glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]
* Pn24.803            K08193  614.87  616.0  2.5e-185 MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), other
* Pn24.805            K06067  736.93  790.3  4.4e-238 histone deacetylase 1/2 [EC:3.5.1.98]
* Pn24.814            K13508  219.03  751.2  2.7e-226 glycerol-3-phosphate acyltransferase [EC:2.3.1.15 2.3.1.198]
* Pn24.826            K08193  614.87  616.0  2.5e-185 MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), other
* Pn24.828            K06067  736.93  790.3  4.6e-238 histone deacetylase 1/2 [EC:3.5.1.98]
* Pn24.835            K13508  219.03  745.0  2.1e-224 glycerol-3-phosphate acyltransferase [EC:2.3.1.15 2.3.1.198]
* Pn24.836            K09597  271.23  549.7    4e-165 signal peptide peptidase-like 2B [EC:3.4.23.-]
* Pn24.840            K08776  991.90 1242.3         0 puromycin-sensitive aminopeptidase [EC:3.4.11.14]
* Pn24.844            K11374  561.00  868.7    4e-261 elongator complex protein 2
* Pn24.845            K22912  229.70  541.8  3.2e-163 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
* Pn24.853            K14500  247.53  935.0    8e-282 BR-signaling kinase [EC:2.7.11.1]
* Pn24.868            K13667   91.27  175.5   7.8e-52 EGF-domain serine glucosyl/xylosyltransferase [EC:2.4.1.376 2.4.2.63]
* Pn24.870            K12874  582.13  736.0  4.7e-221 intron-binding protein aquarius
* Pn24.879            K09264  128.70  157.7     2e-46 MADS-box transcription factor, plant
* Pn24.880            K09422  126.07  240.0   2.1e-71 transcription factor MYB, plant
* Pn24.885            K00278  541.10  828.2  3.5e-249 L-aspartate oxidase [EC:1.4.3.16]
* Pn24.886            K09377  133.43  200.5   1.5e-59 cysteine and glycine-rich protein
* Pn24.887            K15095  332.47  474.2  1.1e-142 (+)-neomenthol dehydrogenase [EC:1.1.1.208]
* Pn24.888            K00029  295.10  314.2   6.7e-94 malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
* Pn24.891            K03026   54.63  218.4   1.1e-64 DNA-directed RNA polymerase III subunit RPC4
* Pn24.901            K10666   78.37  152.8   4.5e-45 E3 ubiquitin-protein ligase RNF5 [EC:2.3.2.27]
* Pn24.904            K04485   91.90  240.9   1.1e-71 DNA repair protein RadA/Sms
* Pn24.907            K07456  385.50  925.3  2.1e-278 DNA mismatch repair protein MutS2
* Pn24.921            K03032  308.93 1490.3         0 26S proteasome regulatory subunit N2
* Pn24.925            K25163  185.07  485.7  1.7e-145 wings apart-like protein
* Pn24.928            K09286   88.90  165.3   8.9e-49 EREBP-like factor
* Pn24.930            K16803  828.47 2065.3         0 cytoskeleton-associated protein 5
* Pn24.936            K02689  906.87 1201.7         0 photosystem I P700 chlorophyll a apoprotein A1
* Pn24.937            K02690  801.70 1573.2         0 photosystem I P700 chlorophyll a apoprotein A2
* Pn24.938            K02706  343.80  436.1    4e-131 photosystem II P680 reaction center D2 protein [EC:1.10.3.9]
* Pn24.939            K02967  146.30  303.3   1.4e-90 small subunit ribosomal protein S2
* Pn24.940            K01963  339.80  393.6    4e-118 acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
* Pn24.941            K01601  342.93  357.3  5.2e-107 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]
* Pn24.942            K02112  508.03  884.6  1.2e-266 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
* Pn24.943            K02886  137.40  182.1     7e-54 large subunit ribosomal protein L2
* Pn24.944            K02111  442.43  930.1  4.7e-280 F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
* Pn24.946            K02954   24.47   79.9   1.1e-22 small subunit ribosomal protein S14
* Pn24.952            K02112  508.03  646.2  1.9e-194 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
* Pn24.953            K01601  342.93  448.0  1.6e-134 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]
* Pn24.954            K01963  339.80  402.2    1e-120 acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
* Pn24.955            K02967  146.30  177.0   2.9e-52 small subunit ribosomal protein S2
* Pn24.959            K02690  801.70 1573.2         0 photosystem I P700 chlorophyll a apoprotein A2
* Pn24.960            K02689  906.87 1670.0         0 photosystem I P700 chlorophyll a apoprotein A1
* Pn24.970            K14485  527.87  886.6  3.3e-267 transport inhibitor response 1
* Pn24.971            K06173  218.20  308.0   5.9e-92 tRNA pseudouridine38-40 synthase [EC:5.4.99.12]
* Pn20.869            K09140   88.47  367.0  8.1e-110 pre-rRNA-processing protein TSR3
* Pn25.124            K09140   88.47  239.3   4.2e-71 pre-rRNA-processing protein TSR3
* Pn20.847            K11885   93.30  453.3  4.8e-136 DNA damage-inducible protein 1
* Pn20.846            K16280  200.50  628.2  3.1e-189 E3 ubiquitin-protein ligase RGLG [EC:2.3.2.27]
* Pn20.845            K11885   93.30  105.8   8.7e-31 DNA damage-inducible protein 1
* Pn20.882            K08819  497.77  573.0  2.7e-172 cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]
* Pn20.885            K04649  215.33  322.0   2.1e-96 ubiquitin-conjugating enzyme (huntingtin interacting protein 2) [EC:2.3.2.23]
* Pn20.901            K14822   35.67   63.6   7.6e-18 rRNA-processing protein CGR1
* Pn20.903            K19882   89.10  533.6  3.3e-160 O-palmitoleoyl-L-serine hydrolase [EC:3.1.1.98]
* Pn20.906            K11095   50.27  147.7   2.4e-43 U1 small nuclear ribonucleoprotein C
* Pn20.909            K12489  376.80  843.3  1.4e-253 Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein
* Pn20.920            K00616  143.43  177.7   2.1e-52 transaldolase [EC:2.2.1.2]
* Pn20.923            K20870  459.33  758.0  2.1e-228 putative beta-1,4-xylosyltransferase IRX10 [EC:2.4.2.-]
* Pn20.932            K01517  183.47  483.0  2.9e-145 manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [EC:3.6.1.13 3.6.1.16 3.6.1.53]
* Pn20.940            K09286   88.90  150.2   3.5e-44 EREBP-like factor
* Pn20.944            K00616  143.43  177.2   3.1e-52 transaldolase [EC:2.2.1.2]
* Pn20.948            K20870  459.33  756.3  6.9e-228 putative beta-1,4-xylosyltransferase IRX10 [EC:2.4.2.-]
* Pn20.956            K01517  183.47  488.2  7.8e-147 manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [EC:3.6.1.13 3.6.1.16 3.6.1.53]
* Pn20.968            K09286   88.90  151.0   2.1e-44 EREBP-like factor
* Pn20.971            K11584  256.60  657.9  1.2e-197 serine/threonine-protein phosphatase 2A regulatory subunit B'
* Pn20.972            K16589   60.33  101.3   2.3e-29 HAUS augmin-like complex subunit 6
* Pn20.973            K23222   76.03  191.1   1.4e-56 nuclease HARBI1 [EC:3.1.-.-]
* Pn20.984            K12196  384.33  688.6  2.3e-207 vacuolar protein-sorting-associated protein 4
* Pn20.985            K11251   45.87  259.7   1.5e-77 histone H2A
* Pn20.1008           K10575  277.00  356.6  6.2e-107 ubiquitin-conjugating enzyme E2 G1 [EC:2.3.2.23]
* Pn20.1012           K03283 1104.30 1340.9         0 heat shock 70kDa protein 1/2/6/8
* Pn20.1014           K19044  288.83  292.4   3.1e-87 E3 ubiquitin-protein ligase XBAT32/33 [EC:2.3.2.27]
* Pn20.1015           K19882   89.10  400.4  7.1e-120 O-palmitoleoyl-L-serine hydrolase [EC:3.1.1.98]
* Pn20.1019           K22935  289.00  703.6  7.3e-212 D-ribulokinase [EC:2.7.1.47]
* Pn20.1023           K09755  652.20  855.2  5.5e-258 ferulate-5-hydroxylase [EC:1.14.-.-]
* Pn20.1025           K09755  652.20  852.8  3.1e-257 ferulate-5-hydroxylase [EC:1.14.-.-]
* Pn20.1027           K01179   21.90  322.9   2.8e-96 endoglucanase [EC:3.2.1.4]
* Pn20.1028           K11498  542.63  721.4  9.5e-217 centromeric protein E
* Pn20.1033           K01583  531.27  708.2  5.2e-213 arginine decarboxylase [EC:4.1.1.19]
* Pn20.1034           K02155  120.63  182.0     7e-54 V-type H+-transporting ATPase 16kDa proteolipid subunit
* Pn20.1035           K11253  216.07  378.1  3.7e-113 histone H3
* Pn20.1035           K11495  210.73  216.2   2.4e-64 histone H3-like centromeric protein A
* Pn20.1043           K01711  272.53  619.2  4.4e-186 GDPmannose 4,6-dehydratase [EC:4.2.1.47]
* Pn20.1050           K14488   34.97   43.3     2e-11 SAUR family protein
* Pn20.1056           K14488   34.97   38.1   8.1e-10 SAUR family protein
* Pn20.1062           K14488   34.97   37.4   1.3e-09 SAUR family protein
* Pn20.1089           K14488   34.97   39.3   3.4e-10 SAUR family protein
* Pn20.1092           K12870   73.07  108.8   1.4e-31 pre-mRNA-splicing factor ISY1
* Pn20.1102           K24166  278.20  352.4  1.9e-105 armadillo repeat-containing protein 6
* Pn20.1105           K14488   34.97   39.5   2.9e-10 SAUR family protein
* Pn20.1109           K15190  115.10  232.5   4.6e-69 7SK snRNA methylphosphate capping enzyme [EC:2.1.1.-]
* Pn20.1113           K12870   73.07  107.3     4e-31 pre-mRNA-splicing factor ISY1
* Pn20.1128           K13811  398.47  657.0  1.6e-197 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]
* Pn20.1131           K14826  184.93  341.5  5.3e-102 FK506-binding nuclear protein [EC:5.2.1.8]
* Pn20.1133           K00844   72.77  278.5   4.8e-83 hexokinase [EC:2.7.1.1]
* Pn20.1135           K08874  649.27 4570.7         0 transformation/transcription domain-associated protein
* Pn20.1145           K00763  132.57  534.8  1.5e-160 nicotinate phosphoribosyltransferase [EC:6.3.4.21]
* Pn20.1153           K00763  132.57  760.6  6.9e-229 nicotinate phosphoribosyltransferase [EC:6.3.4.21]
* Pn20.1156           K13412  534.20  566.7  2.6e-170 calcium-dependent protein kinase [EC:2.7.11.1]
* Pn20.1157           K13430  481.77  595.0    5e-179 serine/threonine-protein kinase PBS1 [EC:2.7.11.1]
* Pn20.1210           K04523  354.47  512.6  8.6e-154 ubiquilin
* Pn20.837            K13430  481.77  598.3  4.9e-180 serine/threonine-protein kinase PBS1 [EC:2.7.11.1]
* Pn20.786            K04523  354.47  512.9  6.9e-154 ubiquilin
* Pn20.780            K21407  259.87  261.6   6.5e-78 adipocyte plasma membrane-associated protein
* Pn20.775            K14652  357.57  744.9  2.4e-224 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
* Pn20.775            K01497  261.63  300.1   1.1e-89 GTP cyclohydrolase II [EC:3.5.4.25]
* Pn20.770            K03798  771.17  882.3  1.8e-265 cell division protease FtsH [EC:3.4.24.-]
* Pn20.755            K14488   34.97   54.4   8.3e-15 SAUR family protein
* Pn20.753            K18696  339.90  444.6  3.7e-133 glycerophosphodiester phosphodiesterase [EC:3.1.4.46]
* Pn20.749            K15382   59.63  361.0  2.6e-108 solute carrier family 50 (sugar transporter)
* Pn20.748            K13430  481.77  682.3  1.7e-205 serine/threonine-protein kinase PBS1 [EC:2.7.11.1]
* Pn20.745            K15559   50.97  119.8     7e-35 regulator of Ty1 transposition protein 103
* Pn20.734            K01845  308.53  716.3  1.9e-215 glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
* Pn20.724            K23200  443.80  492.4  4.3e-148 putative arabinosyltransferase [EC:2.4.2.-]
* Pn20.721            K18801  154.07  179.2     5e-53 glucuronoxylan 4-O-methyltransferase [EC:2.1.1.112]
* Pn20.719            K16221  107.23  172.3   1.1e-50 transcription factor TCP21 (protein CCA1 HIKING EXPEDITION)
* Pn20.711            K01114  133.97  457.8  3.9e-137 phospholipase C [EC:3.1.4.3]
* Pn20.710            K14489  615.17 1588.9         0 arabidopsis histidine kinase 2/3/4 (cytokinin receptor) [EC:2.7.13.3]
* Pn20.709            K21848   54.27  197.9   1.3e-58 lipid intermediate transporter
* Pn20.706            K08066  103.87  254.2   9.2e-76 nuclear transcription factor Y, gamma
* Pn20.704            K01652  498.73  720.4  1.1e-216 acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
* Pn20.703            K02899   37.27  136.9   4.1e-40 large subunit ribosomal protein L27
* Pn20.702            K17279  135.13  149.3   7.6e-44 receptor expression-enhancing protein 5/6
* Pn20.701            K20665  704.73  783.4  3.8e-236 jasmonoyl-L-amino acid 12-hydroxylase [EC:1.14.14.48]
* Pn20.696            K20665  704.73  783.2  4.2e-236 jasmonoyl-L-amino acid 12-hydroxylase [EC:1.14.14.48]
* Pn20.691            K20665  704.73  781.9  1.1e-235 jasmonoyl-L-amino acid 12-hydroxylase [EC:1.14.14.48]
* Pn20.684            K20660  643.23  718.2  1.9e-216 cytochrome P450 family 709
* Pn20.679            K09419  215.40  311.4   3.9e-93 heat shock transcription factor, other eukaryote
* Pn20.677            K22733   51.20  495.0  1.1e-148 magnesium transporter
* Pn20.665            K01585  218.23  274.8   7.2e-82 arginine decarboxylase [EC:4.1.1.19]
* Pn20.649            K01585  218.23  402.6  1.5e-120 arginine decarboxylase [EC:4.1.1.19]
* Pn20.647            K23541   34.90  356.4  5.9e-107 Ca2+/H+ antiporter, TMEM165/GDT1 family
* Pn20.643            K09645  437.93  514.3  1.8e-154 vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]
* Pn20.642            K09645  437.93  522.3  6.6e-157 vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]
* Pn20.640            K09645  437.93  516.6  3.7e-155 vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]
* Pn20.637            K17616  279.13  398.1  3.8e-119 CTD small phosphatase-like protein 2 [EC:3.1.3.-]
* Pn20.635            K12856 1050.70 4713.8         0 pre-mRNA-processing factor 8
* Pn20.629            K03797  127.00  161.7   1.4e-47 carboxyl-terminal processing protease [EC:3.4.21.102]
* Pn20.626            K21626   64.97  234.0   1.7e-69 cyclin-D1-binding protein 1
* Pn20.623            K01593  376.73  672.4  3.5e-202 aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
* Pn20.620            K11000 1020.53 2477.6         0 callose synthase [EC:2.4.1.-]
* Pn20.618            K05658  913.93 1883.9         0 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
* Pn20.616            K05658  913.93 1674.8         0 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
