# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* Pn7.2139            K03797  127.00  145.0   1.5e-42 carboxyl-terminal processing protease [EC:3.4.21.102]
* Pn7.2138            K17985  137.80  349.8  1.7e-104 activating molecule in BECN1-regulated autophagy protein 1
* Pn7.2136            K14766   81.53  849.1  2.1e-255 nucleolar protein 14
* Pn7.2135            K14500  247.53  274.2   9.2e-82 BR-signaling kinase [EC:2.7.11.1]
* Pn7.2123            K13217  145.60  698.3  5.5e-210 pre-mRNA-processing factor 39
* Pn7.2122            K07393   82.40  403.1  7.4e-121 glutathionyl-hydroquinone reductase [EC:1.8.5.7]
* Pn7.2121            K03797  127.00  148.0   1.9e-43 carboxyl-terminal processing protease [EC:3.4.21.102]
* Pn7.2118            K17985  137.80  352.3  3.1e-105 activating molecule in BECN1-regulated autophagy protein 1
* Pn7.2116            K14766   81.53  849.6  1.4e-255 nucleolar protein 14
* Pn7.2114            K14500  247.53  262.9   2.4e-78 BR-signaling kinase [EC:2.7.11.1]
* Pn7.2107            K07497   14.43   32.7   2.3e-08 putative transposase
* Pn7.2097            K16578  147.13  486.7  9.1e-146 CLIP-associating protein 1/2
* Pn7.2096            K16578  147.13  441.6  3.7e-132 CLIP-associating protein 1/2
* Pn7.2091            K08869  333.00  360.4  6.4e-108 aarF domain-containing kinase
* Pn7.2084            K09840  603.37  818.7  2.4e-246 9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]
* Pn7.2081            K01728  165.50  457.8  2.2e-137 pectate lyase [EC:4.2.2.2]
* Pn7.2073            K00700  287.97  594.5  1.5e-178 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
* Pn7.2072            K06997   67.20  397.8  3.2e-119 PLP dependent protein
* Pn7.2066            K25731  265.83  707.3  1.9e-212 VPS35 endosomal protein-sorting factor-like
* Pn7.2052            K00703  137.50  698.7  3.3e-210 starch synthase [EC:2.4.1.21]
* Pn7.2051            K08912  620.80  653.8  1.5e-196 light-harvesting complex II chlorophyll a/b binding protein 1
* Pn7.2050            K07393   82.40  359.9  9.6e-108 glutathionyl-hydroquinone reductase [EC:1.8.5.7]
* Pn7.2049            K20292  181.30  536.0  8.8e-161 conserved oligomeric Golgi complex subunit 5
* Pn7.2046            K02736  137.30  375.2  1.1e-112 20S proteasome subunit beta 7 [EC:3.4.25.1]
* Pn7.2030            K11090  248.83  256.5   2.6e-76 lupus La protein
* Pn7.2027            K05909  434.30  887.6    4e-267 laccase [EC:1.10.3.2]
* Pn7.2023            K05356  422.10  496.1  2.2e-149 all-trans-nonaprenyl-diphosphate synthase [EC:2.5.1.84 2.5.1.85]
* Pn7.2013            K12462   48.97  217.7   9.1e-65 Rho GDP-dissociation inhibitor
* Pn7.2012            K21843  373.93  656.5  3.6e-197 tetratricopeptide repeat protein 7
* Pn7.2006            K15289  182.87  401.7  1.6e-120 solute carrier family 35, member F5
* Pn7.2002            K15397  182.80  555.2  8.6e-167 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn7.2001            K14525   48.30  100.9     4e-29 ribonucleases P/MRP protein subunit RPP25 [EC:3.1.26.5]
* Pn7.1997            K19042   70.00   81.3   3.9e-23 E3 ubiquitin-protein ligase BOI and related proteins [EC:2.3.2.27]
* Pn7.1995            K00383  555.50  711.6  4.8e-214 glutathione reductase (NADPH) [EC:1.8.1.7]
* Pn7.1992            K09498  506.07 1074.6         0 T-complex protein 1 subunit zeta
* Pn7.1990            K05350  579.93  747.6  5.6e-225 beta-glucosidase [EC:3.2.1.21]
* Pn7.1984            K24195  254.77  815.0  3.5e-245 xenotropic and polytropic retrovirus receptor 1
* Pn7.1980            K23618  885.13 1024.1         0 acyl-activating enzyme 11/12 [EC:6.2.1.2 6.2.1.-]
* Pn7.1979            K23618  885.13  964.6    6e-291 acyl-activating enzyme 11/12 [EC:6.2.1.2 6.2.1.-]
* Pn7.1977            K02717   67.70  374.2  3.3e-112 photosystem II oxygen-evolving enhancer protein 2
* Pn7.1976            K02893  126.73  287.0   8.1e-86 large subunit ribosomal protein L23Ae
* Pn7.1975            K14652  357.57  565.2  6.8e-170 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
* Pn7.1975            K01497  261.63  301.8   3.2e-90 GTP cyclohydrolase II [EC:3.5.4.25]
* Pn7.1966            K20069   51.93  277.5   7.3e-83 adaptin ear-binding coat-associated protein 1/2
* Pn7.1962            K02875   25.80  257.8   5.9e-77 large subunit ribosomal protein L14e
* Pn7.1961            K04122  558.37  834.5  1.1e-251 ent-kaurene oxidase [EC:1.14.14.86]
* Pn7.1960            K05658  913.93 1305.9         0 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
* Pn7.1955            K10703   67.57  256.1   2.6e-76 very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
* Pn7.1954            K09422  126.07  212.1     6e-63 transcription factor MYB, plant
* Pn7.1952            K10632  213.47  573.0  5.5e-172 BRCA1-associated protein [EC:2.3.2.27]
* Pn7.1947            K00134  410.33  655.9  1.3e-197 glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]
* Pn7.1946            K24917  225.83  228.1   8.8e-68 amino acid permease
* Pn7.1945            K13179  578.57  887.6  3.1e-267 ATP-dependent RNA helicase DDX18/HAS1 [EC:3.6.4.13]
* Pn7.1943            K02321  113.63  580.7  2.7e-174 DNA polymerase alpha subunit B
* Pn7.1936            K08818  534.13  707.7    7e-213 cell division cycle 2-like [EC:2.7.11.22]
* Pn7.1932            K12177  113.77  549.9  2.5e-165 COP9 signalosome complex subunit 3
* Pn7.1931            K00939  189.07  269.8   1.8e-80 adenylate kinase [EC:2.7.4.3]
* Pn7.1931            K15032   75.30  204.2   1.3e-60 mTERF domain-containing protein, mitochondrial
* Pn7.1928            K17725  153.20  376.4  6.3e-113 sulfur dioxygenase [EC:1.13.11.18]
* Pn7.1923            K01870  474.87  897.0  8.9e-270 isoleucyl-tRNA synthetase [EC:6.1.1.5]
* Pn7.1919            K10703   67.57  214.5   1.1e-63 very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]
* Pn7.1918            K09422  126.07  212.3   5.4e-63 transcription factor MYB, plant
* Pn7.1915            K10632  213.47  573.3  4.6e-172 BRCA1-associated protein [EC:2.3.2.27]
* Pn7.1911            K00134  410.33  661.8  2.1e-199 glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]
* Pn7.1910            K24917  225.83  227.9     1e-67 amino acid permease
* Pn7.1909            K13179  578.57  893.9  3.7e-269 ATP-dependent RNA helicase DDX18/HAS1 [EC:3.6.4.13]
* Pn7.1907            K02321  113.63  583.7  3.3e-175 DNA polymerase alpha subunit B
* Pn7.1899            K08818  534.13  708.5  3.9e-213 cell division cycle 2-like [EC:2.7.11.22]
* Pn7.1895            K12177  113.77  551.3  9.1e-166 COP9 signalosome complex subunit 3
* Pn7.1894            K00939  189.07  269.0     3e-80 adenylate kinase [EC:2.7.4.3]
* Pn7.1894            K15032   75.30  201.7   7.4e-60 mTERF domain-containing protein, mitochondrial
* Pn7.1889            K17725  153.20  377.0  3.9e-113 sulfur dioxygenase [EC:1.13.11.18]
* Pn7.1881            K20714  520.27  590.4  1.5e-177 serine/threonine-protein kinase OXI1 [EC:2.7.11.1]
* Pn7.1880            K02503   87.10  121.7   1.6e-35 histidine triad (HIT) family protein
* Pn7.1871            K13130   55.57  350.8  3.8e-105 gem associated protein 2
* Pn7.1870            K13155  181.83  399.9    7e-120 U11/U12 small nuclear ribonucleoprotein 35 kDa protein
* Pn7.1867            K00432   50.63  281.6   5.7e-84 glutathione peroxidase [EC:1.11.1.9]
* Pn7.1862            K11968  409.73  622.3  4.1e-187 ariadne-1 [EC:2.3.2.31]
* Pn7.1855            K17757  198.27  476.0  4.3e-143 ATP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.93]
* Pn7.1846            K00847  199.73  414.2  3.9e-124 fructokinase [EC:2.7.1.4]
* Pn7.1841            K11294  182.47  439.9  7.2e-132 nucleolin
* Pn7.1839            K03104   54.63  150.3   2.8e-44 signal recognition particle subunit SRP14
* Pn7.1821            K00311  266.53  288.8   3.3e-86 electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
* Pn7.1820            K00311  266.53  433.6  5.2e-130 electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
* Pn7.1819            K14004  267.03  510.5  2.6e-153 protein transport protein SEC13
* Pn7.1818            K11165  341.60  474.0  1.8e-142 dehydrogenase/reductase SDR family member 7 [EC:1.1.-.-]
* Pn7.1817            K02923   26.73  111.4   2.1e-32 large subunit ribosomal protein L38e
* Pn7.1816            K03304  171.50  206.7   1.9e-61 tellurite resistance protein
* Pn7.1808            K23877  183.47  222.4   4.8e-66 xyloglucan O-acetyltransferase
* Pn7.1805            K14506  973.73 1027.5         0 jasmonic acid-amino synthetase [EC:6.3.2.52]
* Pn7.1803            K02150   89.03  380.7  4.4e-114 V-type H+-transporting ATPase subunit E
* Pn7.1800            K09060   84.20  194.6   1.9e-57 plant G-box-binding factor
* Pn7.1793            K13434  185.97  220.9   1.1e-65 pathogenesis-related genes transcriptional activator PTI6
* Pn7.1793            K09286   88.90  149.5   5.9e-44 EREBP-like factor
* Pn7.1790            K16240  701.93 1195.0         0 protein suppressor of PHYA-105 1
* Pn7.1782            K06947  144.93  378.4  3.2e-113 polynucleotide 5'-hydroxyl-kinase GRC3/NOL9 [EC:2.7.1.-]
* Pn7.1781            K23541   34.90  109.8   5.7e-32 Ca2+/H+ antiporter, TMEM165/GDT1 family
* Pn7.1775            K08955  845.80  988.2  2.6e-297 ATP-dependent metalloprotease [EC:3.4.24.-]
* Pn7.1774            K14496  127.87  341.9  2.3e-102 abscisic acid receptor PYR/PYL family
* Pn7.1768            K00873   50.03  268.9   3.2e-80 pyruvate kinase [EC:2.7.1.40]
* Pn7.1767            K14497  293.03  452.7  6.3e-136 protein phosphatase 2C [EC:3.1.3.16]
* Pn7.1765            K00797  100.53  370.6  4.1e-111 spermidine synthase [EC:2.5.1.16]
* Pn7.1763            K24188  800.63  897.4  5.6e-270 cytochrome P450 family 93 subfamily A [EC:1.14.-.-]
* Pn7.1761            K08334   62.63  524.1  1.9e-157 beclin
* Pn7.1757            K01897  433.90  500.1  4.8e-150 long-chain acyl-CoA synthetase [EC:6.2.1.3]
* Pn7.1749            K03255  238.03  379.8  1.1e-113 protein TIF31
* Pn7.1747            K00026  509.90  582.2  7.1e-175 malate dehydrogenase [EC:1.1.1.37]
* Pn7.1746            K03539   43.10   63.5     1e-17 ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5]
* Pn7.1739            K01051   76.27  478.6  8.7e-144 pectinesterase [EC:3.1.1.11]
* Pn7.1732            K06268  134.33  302.0   2.6e-90 serine/threonine-protein phosphatase 2B regulatory subunit
* Pn7.1727            K04506   75.67  210.7   1.9e-62 E3 ubiquitin-protein ligase SIAH1 [EC:2.3.2.27]
* Pn7.1722            K13447  505.90 1202.9         0 respiratory burst oxidase [EC:1.6.3.- 1.11.1.-]
* Pn7.1720            K23113  147.07  563.3  5.9e-169 structural maintenance of chromosomes flexible hinge domain-containing protein 1
* Pn7.1719            K13422  169.07  397.9  3.8e-119 transcription factor MYC2
* Pn7.1719            K25801  116.93  226.2   3.1e-67 succinate dehydrogenase (ubiquinone) subunit 4
* Pn7.1718            K17479   82.73  231.0   9.1e-69 glutaredoxin domain-containing cysteine-rich protein 1
* Pn7.1715            K23166   30.03  208.1     8e-62 optic atrophy 3 protein
* Pn7.1709            K14486  150.40  757.9  6.4e-228 auxin response factor
* Pn7.1708            K08472  160.90  677.4  6.1e-204 mlo protein
* Pn7.1706            K22756   53.83  171.0   2.6e-50 E3 SUMO-protein ligase NSE2 [EC:2.3.2.-]
* Pn7.1702            K09338   75.40  110.1   5.8e-32 homeobox-leucine zipper protein
* Pn7.1701            K20899  239.13  516.6  5.8e-155 guanylate-binding protein 1/3/4/7
* Pn7.1696            K00924  377.63  406.9  7.3e-122 kinase [EC:2.7.1.-]
* Pn7.1689            K15283  254.67  477.3  1.8e-143 solute carrier family 35, member E1
* Pn7.1684            K06630  424.23  447.9  8.8e-135 14-3-3 protein epsilon
* Pn7.1681            K15283  254.67  375.8  1.2e-112 solute carrier family 35, member E1
* Pn7.1679            K19730   59.27  204.6   8.2e-61 autophagy-related protein 101
* Pn7.1676            K14400  180.70  284.9   4.5e-85 pre-mRNA cleavage complex 2 protein Pcf11
* Pn7.1656            K00703  137.50  231.7   7.2e-69 starch synthase [EC:2.4.1.21]
* Pn7.1655            K09286   88.90  134.8   1.7e-39 EREBP-like factor
* Pn7.1654            K19039  148.83  236.7     2e-70 E3 ubiquitin-protein ligase ATL7/58/59 [EC:2.3.2.27]
* Pn7.1653            K02990   24.00  109.5   7.5e-32 small subunit ribosomal protein S6
* Pn7.1646            K09584  274.07  352.3  2.2e-105 protein disulfide-isomerase A6 [EC:5.3.4.1]
* Pn7.1644            K15382   59.63  285.2   2.9e-85 solute carrier family 50 (sugar transporter)
* Pn7.1643            K21444  226.80  310.9   8.5e-93 poly(rC)-binding protein 3/4
* Pn7.1640            K12669   92.87  142.9   5.5e-42 oligosaccharyltransferase complex subunit gamma
* Pn7.1634            K16904   97.60  250.0   9.1e-75 dCTP diphosphatase [EC:3.6.1.12]
* Pn7.1624            K15535  451.87 1748.3         0 phosphoglucan, water dikinase [EC:2.7.9.5]
* Pn7.1615            K14823   71.77   72.8     1e-20 rRNA-processing protein EBP2
* Pn7.1613            K03453  219.17  370.3  4.2e-111 bile acid:Na+ symporter, BASS family
* Pn7.1612            K13379  148.97  580.7  7.1e-175 reversibly glycosylated polypeptide / UDP-arabinopyranose mutase [EC:2.4.1.- 5.4.99.30]
* Pn7.1611            K02895   40.17  157.7   1.6e-46 large subunit ribosomal protein L24
* Pn7.1609            K02160   92.40  218.1   4.7e-65 acetyl-CoA carboxylase biotin carboxyl carrier protein
* Pn7.1608            K03671  107.90  117.7   3.1e-34 thioredoxin 1
* Pn7.1601            K04750   53.73   59.1   1.8e-16 PhnB protein
* Pn7.1591            K13250   54.80  185.3     8e-55 translocon-associated protein subunit beta
* Pn7.1588            K14773  132.27  169.0   5.7e-50 U3 small nucleolar RNA-associated protein 23
* Pn7.1587            K14640  283.40  284.5   7.4e-85 solute carrier family 20 (sodium-dependent phosphate transporter)
* Pn7.1586            K12741  262.37  287.1   1.2e-85 heterogeneous nuclear ribonucleoprotein A1/A3
* Pn7.1583            K14314  145.53 1233.2         0 nuclear pore complex protein Nup210
* Pn7.1575            K13691  682.97  749.1  2.4e-225 pathogen-inducible salicylic acid glucosyltransferase [EC:2.4.1.-]
* Pn7.1571            K13691  682.97  738.3  4.5e-222 pathogen-inducible salicylic acid glucosyltransferase [EC:2.4.1.-]
* Pn7.1570            K13691  682.97  715.8  2.9e-215 pathogen-inducible salicylic acid glucosyltransferase [EC:2.4.1.-]
* Pn7.1566            K01823   35.77  219.5   3.9e-65 isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]
* Pn7.1564            K08835  397.33  417.9  3.5e-125 serine/threonine-protein kinase OSR1/STK39 [EC:2.7.11.1]
* Pn7.1562            K06934   42.20   50.1   8.9e-14 uncharacterized protein
* Pn7.1561            K02723   29.37  255.8     1e-76 photosystem II PsbY protein
* Pn7.1557            K14398  108.73  166.4     5e-49 cleavage and polyadenylation specificity factor subunit 6/7
* Pn7.1555            K18156   39.07  254.0   1.3e-75 mitochondrial inner membrane protease ATP23 [EC:3.4.24.-]
* Pn7.1542            K01598  192.43  343.4  8.7e-103 phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]
* Pn7.1541            K12386   46.33  375.2  1.8e-112 cystinosin
* Pn7.1539            K20781  164.63  994.8  1.2e-299 peptidyl serine alpha-galactosyltransferase [EC:2.4.1.-]
* Pn7.1534            K14491  165.47  488.8  1.3e-146 two-component response regulator ARR-B family
* Pn7.1533            K03037  245.13  621.0  6.7e-187 26S proteasome regulatory subunit N7
* Pn7.1532            K09422  126.07  254.4   8.5e-76 transcription factor MYB, plant
* Pn7.1531            K15192  978.80 2318.8         0 TATA-binding protein-associated factor [EC:5.6.2.-]
* Pn7.1524            K09495  592.50  965.5    5e-291 T-complex protein 1 subunit gamma
* Pn7.1523            K00276  550.30  635.8  6.5e-191 primary-amine oxidase [EC:1.4.3.21]
* Pn7.1516            K01733  251.40  451.7  2.1e-135 threonine synthase [EC:4.2.3.1]
* Pn7.1510            K12589  228.83  321.6   3.9e-96 exosome complex component RRP42
* Pn7.1508            K16280  200.50  564.1  8.4e-170 E3 ubiquitin-protein ligase RGLG [EC:2.3.2.27]
* Pn7.1504            K08287  480.17  609.7  1.6e-183 dual-specificity kinase [EC:2.7.12.1]
* Pn7.1502            K13156   88.93  154.8   1.9e-45 U11/U12 small nuclear ribonucleoprotein 48 kDa protein
* Pn7.1501            K09597  271.23  571.5    1e-171 signal peptide peptidase-like 2B [EC:3.4.23.-]
* Pn7.1500            K02912   69.47  240.0   8.8e-72 large subunit ribosomal protein L32e
* Pn7.1494            K00609  243.97  445.6  5.7e-134 aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
* Pn7.1491            K02355  557.47 1159.5         0 elongation factor G
* Pn7.1479            K00815  382.60  645.8  2.8e-194 tyrosine aminotransferase [EC:2.6.1.5]
* Pn7.1469            K12883   97.70  281.5   8.1e-84 nuclear cap-binding protein subunit 2
* Pn7.1465            K01595   50.73 1217.3         0 phosphoenolpyruvate carboxylase [EC:4.1.1.31]
* Pn7.1458            K00790  195.47  253.0   1.9e-75 UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
* Pn7.1457            K15227  386.40  411.4  2.6e-123 arogenate dehydrogenase (NADP+), plant [EC:1.3.1.78]
* Pn7.1456            K00079  319.30  373.9  3.6e-112 carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]
* Pn7.1449            K08337  275.60  871.0  4.8e-262 ubiquitin-like modifier-activating enzyme ATG7
* Pn7.1445            K23877  183.47  200.6   1.9e-59 xyloglucan O-acetyltransferase
* Pn7.1425            K19038  161.53  169.0   6.5e-50 E3 ubiquitin-protein ligase ATL41 [EC:2.3.2.27]
* Pn7.1423            K19038  161.53  183.3   2.9e-54 E3 ubiquitin-protein ligase ATL41 [EC:2.3.2.27]
* Pn7.1412            K23166   30.03  202.4   4.3e-60 optic atrophy 3 protein
* Pn7.1406            K14486  150.40  759.8  1.7e-228 auxin response factor
* Pn7.1405            K08472  160.90  677.6  5.1e-204 mlo protein
* Pn7.1403            K22756   53.83  169.4   8.3e-50 E3 SUMO-protein ligase NSE2 [EC:2.3.2.-]
* Pn7.1399            K09338   75.40  110.1   5.8e-32 homeobox-leucine zipper protein
* Pn7.1398            K20899  239.13  519.6  7.6e-156 guanylate-binding protein 1/3/4/7
* Pn7.1395            K00924  377.63  414.5  3.8e-124 kinase [EC:2.7.1.-]
* Pn7.1389            K15283  254.67  477.8  1.3e-143 solute carrier family 35, member E1
* Pn7.1385            K14400  180.70  287.4   8.2e-86 pre-mRNA cleavage complex 2 protein Pcf11
* Pn7.1384            K04077  136.20  227.7   1.3e-67 chaperonin GroEL
* Pn7.1379            K07198  448.73  458.3  1.8e-137 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
* Pn7.1377            K07198  448.73  459.5  8.3e-138 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
* Pn7.1375            K19600  127.33  322.3   2.9e-96 tubby and related proteins
* Pn7.1374            K23953  174.83  369.3  8.2e-111 plant cysteine oxidase [EC:1.13.11.-]
* Pn7.1372            K02868  219.33  412.9  4.9e-124 large subunit ribosomal protein L11e
* Pn7.1369            K00430  113.80  145.9   8.5e-43 peroxidase [EC:1.11.1.7]
* Pn7.1367            K02343  236.83  300.3   1.3e-89 DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
* Pn7.1364            K03504   56.10  278.0   9.7e-83 DNA polymerase delta subunit 3
* Pn7.1357            K05337   38.80   62.7   1.8e-17 ferredoxin
* Pn7.1356            K14502  771.77  778.2  6.6e-235 protein brassinosteroid insensitive 2 [EC:2.7.11.1]
* Pn7.1353            K12394  287.43  334.2  5.1e-100 AP-1 complex subunit sigma 1/2
* Pn7.1351            K14509  429.20 1125.2         0 ethylene receptor [EC:2.7.13.-]
* Pn7.1349            K09578  158.13  210.6   2.3e-62 peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [EC:5.2.1.8]
* Pn7.1343            K09419  215.40  324.2   4.7e-97 heat shock transcription factor, other eukaryote
* Pn7.1340            K13993   74.33   79.2   1.8e-22 HSP20 family protein
* Pn7.1338            K03000   89.57  137.0   2.5e-40 DNA-directed RNA polymerase I subunit RPA12
* Pn7.1326            K14638  384.90  681.8  5.4e-205 solute carrier family 15 (peptide/histidine transporter), member 3/4
* Pn7.1325            K02995   47.10  426.7  1.5e-128 small subunit ribosomal protein S8e
* Pn7.1324            K09264  128.70  263.7   1.1e-78 MADS-box transcription factor, plant
* Pn7.1322            K02542  679.97 1146.4         0 DNA replication licensing factor MCM6 [EC:5.6.2.3]
* Pn7.1321            K16900  621.63 1185.6         0 two pore calcium channel protein, plant
* Pn7.1319            K14487  766.90  802.8    1e-241 auxin responsive GH3 gene family
* Pn7.1317            K03250  205.87  655.4  2.9e-197 translation initiation factor 3 subunit E
* Pn7.1315            K09667  221.33  813.1  1.4e-244 protein O-GlcNAc transferase [EC:2.4.1.255]
* Pn7.1314            K09569  226.93  252.1   2.9e-75 FK506-binding protein 2 [EC:5.2.1.8]
* Pn7.1314            K01802   89.63  106.3   9.1e-31 peptidylprolyl isomerase [EC:5.2.1.8]
* Pn7.1310            K05293  105.27  455.7  9.1e-137 GPI-anchor transamidase subunit U
* Pn7.1309            K21867  380.03  856.3  9.7e-258 potassium channel
* Pn7.1305            K07556  118.90  210.3   1.7e-62 ATP synthase mitochondrial F1 complex assembly factor 2
