# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* Pn22.542            K20717  735.13 1163.8         0 mitogen-activated protein kinase kinase kinase YODA [EC:2.7.11.25]
* Pn22.539            K02153   33.00   82.1     2e-23 V-type H+-transporting ATPase subunit e
* Pn22.529            K03094   60.53   78.3   2.8e-22 S-phase kinase-associated protein 1
* Pn22.528            K00432   50.63  309.2   2.4e-92 glutathione peroxidase [EC:1.11.1.9]
* Pn22.527            K06934   42.20   56.7   8.9e-16 uncharacterized protein
* Pn22.512            K20557  124.67  230.6   1.6e-68 transcription factor VIP1
* Pn22.508            K09649  326.60  328.6   4.5e-98 thymus-specific serine protease [EC:3.4.-.-]
* Pn22.504            K09755  652.20  754.8  1.5e-227 ferulate-5-hydroxylase [EC:1.14.-.-]
* Pn22.500            K07574   36.83  151.1   1.2e-44 RNA-binding protein
* Pn22.490            K08242  397.53  651.8  9.5e-197 24-methylenesterol C-methyltransferase [EC:2.1.1.143]
* Pn22.487            K00472  165.33  328.6   3.8e-98 prolyl 4-hydroxylase [EC:1.14.11.2]
* Pn22.485            K06228  387.57 1294.4         0 fused [EC:2.7.11.1]
* Pn22.482            K18757  110.20  160.4   3.3e-47 la-related protein 1
* Pn22.481            K14432   81.97  164.3   2.6e-48 ABA responsive element binding factor
* Pn22.480            K10532  111.70  386.1  1.3e-115 heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]
* Pn22.476            K15893  484.57  799.4    2e-241 glycerate dehydrogenase [EC:1.1.1.29]
* Pn22.475            K10590  891.77 1690.0         0 E3 ubiquitin-protein ligase TRIP12 [EC:2.3.2.26]
* Pn22.468            K13091  259.53  639.7  2.1e-192 RNA-binding protein 23/39
* Pn22.467            K19366   91.33  400.6  5.7e-120 spartin
* Pn22.458            K14771  111.93  621.5  8.3e-187 U3 small nucleolar RNA-associated protein 19
* Pn22.451            K11000 1020.53 3021.4         0 callose synthase [EC:2.4.1.-]
* Pn22.451            K00706  909.73  992.2  2.3e-298 1,3-beta-glucan synthase [EC:2.4.1.34]
* Pn22.446            K00963   73.77  272.5   3.6e-81 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
* Pn22.445            K00963   73.77  149.5   6.6e-44 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
* Pn22.442            K00963   73.77  306.9   1.4e-91 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
* Pn22.441            K00963   73.77  209.3   5.2e-62 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
* Pn22.440            K00963   73.77  201.7     1e-59 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
* Pn22.439            K00963   73.77   77.6   4.1e-22 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
* Pn22.437            K11254   52.73  276.0   1.3e-82 histone H4
* Pn22.427            K00799   55.17  140.9   2.7e-41 glutathione S-transferase [EC:2.5.1.18]
* Pn22.424            K23618  885.13  957.4  9.2e-289 acyl-activating enzyme 11/12 [EC:6.2.1.2 6.2.1.-]
* Pn22.420            K02897   39.33  203.2   2.5e-60 large subunit ribosomal protein L25
* Pn22.416            K02897   39.33  227.8   8.3e-68 large subunit ribosomal protein L25
* Pn22.415            K18881  399.57  711.7  1.3e-214 D-lactate dehydratase [EC:4.2.1.130]
* Pn22.415            K05520  162.00  204.5   1.2e-60 protease I [EC:3.5.1.124]
* Pn22.412            K14315   63.10  267.2   1.6e-79 nucleoporin NDC1
* Pn22.410            K21407  259.87  265.8   3.4e-79 adipocyte plasma membrane-associated protein
* Pn22.408            K21407  259.87  272.7   2.7e-81 adipocyte plasma membrane-associated protein
* Pn22.407            K12864   88.30  707.2  7.1e-213 beta-catenin-like protein 1
* Pn22.404            K01054  174.53  283.2   1.2e-84 acylglycerol lipase [EC:3.1.1.23]
* Pn22.397            K01527   49.80  141.5   2.5e-41 nascent polypeptide-associated complex subunit beta
* Pn22.394            K08901   43.13  110.6   5.6e-32 photosystem II oxygen-evolving enhancer protein 3
* Pn22.392            K08901   43.13  110.6   5.6e-32 photosystem II oxygen-evolving enhancer protein 3
* Pn22.386            K08901   43.13  110.6   5.9e-32 photosystem II oxygen-evolving enhancer protein 3
* Pn22.384            K08901   43.13  111.0   4.3e-32 photosystem II oxygen-evolving enhancer protein 3
* Pn22.381            K08901   43.13  109.2   1.5e-31 photosystem II oxygen-evolving enhancer protein 3
* Pn22.378            K08901   43.13  110.6   5.6e-32 photosystem II oxygen-evolving enhancer protein 3
* Pn22.376            K08901   43.13  108.8     2e-31 photosystem II oxygen-evolving enhancer protein 3
* Pn22.374            K08901   43.13  106.8   8.2e-31 photosystem II oxygen-evolving enhancer protein 3
* Pn22.369            K08901   43.13   84.5   5.2e-24 photosystem II oxygen-evolving enhancer protein 3
* Pn22.367            K08901   43.13   93.5   9.5e-27 photosystem II oxygen-evolving enhancer protein 3
* Pn22.365            K08901   43.13  110.6   5.9e-32 photosystem II oxygen-evolving enhancer protein 3
* Pn22.360            K08901   43.13  110.5   6.3e-32 photosystem II oxygen-evolving enhancer protein 3
* Pn22.358            K08901   43.13  105.0   2.9e-30 photosystem II oxygen-evolving enhancer protein 3
* Pn22.356            K08901   43.13  110.6   5.6e-32 photosystem II oxygen-evolving enhancer protein 3
* Pn22.355            K08901   43.13   81.5   4.4e-23 photosystem II oxygen-evolving enhancer protein 3
* Pn22.343            K14492  115.67  241.1   5.2e-72 two-component response regulator ARR-A family
* Pn22.328            K16297  480.00  713.4  9.6e-215 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* Pn22.327            K01899  548.50  614.9  3.1e-185 succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]
* Pn22.327            K01902  325.90  466.9  9.2e-141 succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
* Pn22.326            K02115  254.63  449.2  6.8e-135 F-type H+-transporting ATPase subunit gamma
* Pn22.300            K02915   26.23  198.9   2.4e-59 large subunit ribosomal protein L34e
* Pn22.295            K12581   70.30  335.4  1.5e-100 CCR4-NOT transcription complex subunit 7/8
* Pn22.294            K00592  283.40  738.8  8.3e-223 [ribulose-bisphosphate carboxylase]/[fructose-bisphosphate aldolase]-lysine N-methyltransferase [EC:2.1.1.127 2.1.1.259]
* Pn22.293            K01188  726.00  749.2  1.7e-225 beta-glucosidase [EC:3.2.1.21]
* Pn22.293            K05350  579.93  585.2  7.6e-176 beta-glucosidase [EC:3.2.1.21]
* Pn22.292            K23567   47.03  186.6   2.9e-55 ER membrane protein complex subunit 6
* Pn22.290            K14948  583.13  652.2  4.9e-196 polypyrimidine tract-binding protein 2
* Pn22.279            K01520   50.70  253.5   1.5e-75 dUTP pyrophosphatase [EC:3.6.1.23]
* Pn22.278            K07052   32.93   95.1   1.6e-27 CAAX protease family protein
* Pn22.275            K23398   47.23  251.1     1e-74 activating signal cointegrator 1
* Pn22.269            K03869  844.87 1312.8         0 cullin 3
* Pn22.258            K10664  222.20  363.4    1e-108 E3 ubiquitin-protein ligase ATL6/9/15/31/42/55 [EC:2.3.2.27]
* Pn22.254            K23998  547.73  704.5  3.6e-212 pyridoxal 5'-phosphate synthase / NAD(P)H-hydrate epimerase [EC:1.4.3.5 5.1.99.6]
* Pn22.254            K00275   31.50  283.1     2e-84 pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
* Pn22.252            K14485  527.87  758.2  2.5e-228 transport inhibitor response 1
* Pn22.247            K09338   75.40  158.4   1.3e-46 homeobox-leucine zipper protein
* Pn22.245            K02267   49.53  165.8   2.2e-49 cytochrome c oxidase subunit 6b
* Pn22.242            K06630  424.23  487.8  6.3e-147 14-3-3 protein epsilon
* Pn22.233            K20367  297.07  396.2  1.4e-118 endoplasmic reticulum-Golgi intermediate compartment protein 3
* Pn22.231            K01922  138.67  457.8  2.7e-137 phosphopantothenate---cysteine ligase (ATP) [EC:6.3.2.51]
* Pn22.224            K03688  419.70  478.0  2.3e-143 ubiquinone biosynthesis protein
* Pn22.224            K08869  333.00  379.1  1.4e-113 aarF domain-containing kinase
* Pn22.220            K13418 1176.17 1194.4         0 somatic embryogenesis receptor kinase 1 [EC:2.7.10.1 2.7.11.1]
* Pn22.219            K01166   76.80  215.4   6.4e-64 ribonuclease T2 [EC:4.6.1.19]
* Pn22.216            K06944  294.83  738.8  2.9e-222 developmentally-regulated GTP-binding protein [EC:3.6.5.-]
* Pn22.212            K02906  117.83  305.9   2.3e-91 large subunit ribosomal protein L3
* Pn22.204            K07374  484.00 1012.9         0 tubulin alpha
* Pn22.181            K12275   88.57  214.3   1.9e-63 translocation protein SEC62
* Pn22.175            K17506  309.43  333.7    8e-100 protein phosphatase 1L [EC:3.1.3.16]
* Pn22.174            K00981   47.63  273.0     2e-81 phosphatidate cytidylyltransferase [EC:2.7.7.41]
* Pn22.173            K18810  299.57  421.2  1.8e-126 cyclin D1/2/4, plant
* Pn22.169            K01051   76.27   79.4   8.6e-23 pectinesterase [EC:3.1.1.11]
* Pn22.158            K03926   30.57  190.5   1.8e-56 periplasmic divalent cation tolerance protein
* Pn22.156            K02717   67.70   99.0   1.5e-28 photosystem II oxygen-evolving enhancer protein 2
* Pn22.153            K01810  177.00  394.8  3.5e-118 glucose-6-phosphate isomerase [EC:5.3.1.9]
* Pn22.146            K17604  118.80  243.0   2.1e-72 zinc finger SWIM domain-containing protein 3
* Pn22.137            K06972  228.23  284.7   6.3e-85 presequence protease [EC:3.4.24.-]
* Pn22.130            K23870  615.57  947.7  2.7e-285 putative pectin methyltransferase [EC:2.1.1.-]
* Pn22.124            K09422  126.07  275.8   2.6e-82 transcription factor MYB, plant
* Pn22.122            K15448   42.50  180.4     1e-53 multifunctional methyltransferase subunit TRM112
* Pn22.121            K21596  109.60  552.2  1.2e-165 calmodulin-binding transcription activator
* Pn22.113            K09286   88.90  150.8   2.4e-44 EREBP-like factor
* Pn22.110            K01087  171.47  429.4  5.5e-129 trehalose 6-phosphate phosphatase [EC:3.1.3.12]
* Pn22.102            K09286   88.90  127.7   2.6e-37 EREBP-like factor
* Pn22.100            K19055  102.20  109.7   7.7e-32 Ala-tRNA(Pro) deacylase [EC:3.1.1.-]
* Pn22.97             K01495   59.27  372.2  6.9e-112 GTP cyclohydrolase IA [EC:3.5.4.16]
* Pn22.89             K14432   81.97  163.1   5.9e-48 ABA responsive element binding factor
* Pn22.88             K14432   81.97  183.1   5.1e-54 ABA responsive element binding factor
* Pn22.82             K09286   88.90  156.3     5e-46 EREBP-like factor
* Pn22.78             K20890  245.77  833.0  9.8e-251 xylan alpha-glucuronosyltransferase [EC:2.4.1.-]
* Pn22.73             K13414  623.30  765.9  3.5e-230 mitogen-activated protein kinase kinase kinase 1 [EC:2.7.11.25]
* Pn22.72             K16075   95.47  114.1   2.5e-33 magnesium transporter
* Pn22.70             K22312  260.30  386.2  5.9e-116 hydroxyjasmonate sulfotransferase [EC:2.8.2.39]
* Pn22.61             K01626   59.20  465.5  1.1e-139 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
* Pn22.57             K01626   59.20  404.9  2.7e-121 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
* Pn22.41             K10706  374.77  782.3  5.5e-235 senataxin [EC:5.6.2.-]
* Pn22.40             K00847  199.73  418.8  1.6e-125 fructokinase [EC:2.7.1.4]
* Pn22.38             K09561  114.83  357.8  2.9e-107 STIP1 homology and U-box containing protein 1 [EC:2.3.2.27]
* Pn22.24             K12839   91.77  265.9   2.3e-79 survival of motor neuron-related-splicing factor 30
* Pn22.19             K17263  175.63 1634.2         0 cullin-associated NEDD8-dissociated protein 1
* Pn25.34             K09140   88.47  372.6  1.6e-111 pre-rRNA-processing protein TSR3
* Pn25.20             K09422  126.07  262.7   2.5e-78 transcription factor MYB, plant
* Pn25.41             K15382   59.63  305.0   2.9e-91 solute carrier family 50 (sugar transporter)
* Pn25.42             K03495  395.77  983.9  2.8e-296 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
* Pn25.60             K23877  183.47  231.3   9.2e-69 xyloglucan O-acetyltransferase
* Pn25.69             K24917  225.83  747.3  5.1e-225 amino acid permease
* Pn25.76             K17784   29.40   65.5   2.3e-18 MICOS complex subunit MIC10
* Pn25.83             K03648   59.97  401.3    2e-120 uracil-DNA glycosylase [EC:3.2.2.27]
* Pn25.89             K11498  542.63  687.2  2.1e-206 centromeric protein E
* Pn25.102            K06934   42.20   47.5   5.6e-13 uncharacterized protein
* Pn25.107            K13680  648.70  915.5  5.6e-276 beta-mannan synthase [EC:2.4.1.32]
* Pn25.110            K14611  515.30  612.3    6e-184 solute carrier family 23 (nucleobase transporter), member 1
* Pn25.112            K05359  350.00  677.4  3.8e-204 arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51]
* Pn25.112            K04518  225.33  327.1   9.7e-98 prephenate dehydratase [EC:4.2.1.51]
* Pn25.115            K14400  180.70  459.6  9.1e-138 pre-mRNA cleavage complex 2 protein Pcf11
* Pn25.117            K14510  911.50 1278.7         0 serine/threonine-protein kinase CTR1 [EC:2.7.11.1]
* Pn25.117            K14400  180.70  967.5  5.6e-291 pre-mRNA cleavage complex 2 protein Pcf11
* Pn25.126            K05359  350.00  677.4  3.8e-204 arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51]
* Pn25.126            K04518  225.33  327.1   9.7e-98 prephenate dehydratase [EC:4.2.1.51]
* Pn25.129            K14400  180.70  459.1  1.2e-137 pre-mRNA cleavage complex 2 protein Pcf11
* Pn25.132            K14510  911.50 1271.1         0 serine/threonine-protein kinase CTR1 [EC:2.7.11.1]
* Pn25.132            K14400  180.70  957.2    7e-288 pre-mRNA cleavage complex 2 protein Pcf11
* Pn25.145            K08286  386.33  389.4  7.9e-117 protein-serine/threonine kinase [EC:2.7.11.-]
* Pn25.153            K08286  386.33  390.0  4.9e-117 protein-serine/threonine kinase [EC:2.7.11.-]
* Pn25.155            K15688   84.80  182.0   9.3e-54 E3 ubiquitin-protein ligase MUL1 [EC:2.3.2.27]
* Pn25.157            K08286  386.33  423.8  2.9e-127 protein-serine/threonine kinase [EC:2.7.11.-]
* Pn25.159            K12736  441.03 1010.9  3.4e-304 peptidylprolyl isomerase domain and WD repeat-containing protein 1 [EC:5.2.1.8]
* Pn25.159            K03768  223.00  227.5   8.9e-68 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
* Pn25.159            K03767  188.17  216.5   1.9e-64 peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]
* Pn25.160            K08232  283.40  789.5  8.8e-238 monodehydroascorbate reductase (NADH) [EC:1.6.5.4]
* Pn25.176            K13356  142.73  336.9  8.9e-101 alcohol-forming fatty acyl-CoA reductase [EC:1.2.1.84]
* Pn25.180            K11293  343.47  842.5  2.4e-253 protein HIRA/HIR1
* Pn25.187            K14465  444.07  445.2  5.5e-134 succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]
* Pn25.190            K14432   81.97  294.7   6.7e-88 ABA responsive element binding factor
* Pn25.193            K00799   55.17  142.7   7.5e-42 glutathione S-transferase [EC:2.5.1.18]
* Pn25.195            K03531  143.07  568.0  5.4e-171 cell division protein FtsZ
* Pn25.196            K02639  108.60  183.3     2e-54 ferredoxin
* Pn25.197            K02021  487.40  522.4  9.5e-157 putative ABC transport system ATP-binding protein
* Pn25.198            K22255   27.40   29.4   2.8e-07 ATPase inhibitor, mitochondrial
* Pn25.201            K14553  117.43  661.6  6.1e-199 U3 small nucleolar RNA-associated protein 18
* Pn25.202            K09540  331.13  484.5  2.3e-145 translocation protein SEC63
* Pn25.204            K09540  331.13  600.1  2.6e-180 translocation protein SEC63
* Pn25.213            K09287   85.60  171.8   9.6e-51 RAV-like factor
* Pn25.219            K21483  563.37  565.1  9.1e-170 salicylate 1-O-methyltransferase [EC:2.1.1.274]
* Pn25.221            K00876  136.37  230.2     2e-68 uridine kinase [EC:2.7.1.48]
* Pn25.222            K12195  125.10  245.4   4.4e-73 charged multivesicular body protein 6
* Pn25.223            K02885   65.43  290.8   9.7e-87 large subunit ribosomal protein L19e
* Pn25.229            K07497   14.43   20.9   9.1e-05 putative transposase
* Pn25.250            K16281  117.70  158.5   1.4e-46 RING-H2 zinc finger protein RHA1
* Pn37.4              K16281  117.70  167.4   2.9e-49 RING-H2 zinc finger protein RHA1
* Pn37.5              K16281  117.70  162.2   1.1e-47 RING-H2 zinc finger protein RHA1
* Pn37.8              K13464   34.33  121.7   2.6e-35 jasmonate ZIM domain-containing protein
* Pn37.10             K14488   34.97   79.7   1.6e-22 SAUR family protein
* Pn37.11             K14488   34.97  109.0   1.8e-31 SAUR family protein
* Pn37.13             K15201  173.97  669.9  3.4e-201 general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)
* Pn37.15             K03676   76.57  102.1   1.4e-29 glutaredoxin 3
* Pn37.16             K03676   76.57   88.8   1.7e-25 glutaredoxin 3
* Pn37.17             K13430  481.77  700.9  3.8e-211 serine/threonine-protein kinase PBS1 [EC:2.7.11.1]
* Pn37.20             K11654  802.00  854.0    9e-257 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:5.6.2.-]
* Pn37.23             K08819  497.77  593.2  2.1e-178 cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]
* Pn37.25             K14485  527.87  879.6  4.3e-265 transport inhibitor response 1
* Pn37.27             K19600  127.33  381.2  3.9e-114 tubby and related proteins
* Pn37.36             K01662  335.33 1053.8         0 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
* Pn37.47             K01611   16.80  328.7   2.4e-98 S-adenosylmethionine decarboxylase [EC:4.1.1.50]
* Pn37.49             K15688   84.80  363.1    1e-108 E3 ubiquitin-protein ligase MUL1 [EC:2.3.2.27]
* Pn37.61             K01866   86.50  380.3  7.6e-114 tyrosyl-tRNA synthetase [EC:6.1.1.1]
* Pn37.64             K06998  113.33  137.8   2.2e-40 trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]
* Pn37.66             K06998  113.33  123.2   6.2e-36 trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]
* Pn37.79             K04708  220.77  399.8  4.8e-120 3-dehydrosphinganine reductase [EC:1.1.1.102]
* Pn37.84             K09142   42.20  451.0  2.5e-135 methyltransferase [EC:2.1.1.-]
* Pn37.89             K14964  215.37  458.7  1.3e-137 Set1/Ash2 histone methyltransferase complex subunit ASH2
* Pn37.98             K11752  197.53  226.2   4.2e-67 diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
* Pn37.101            K21842   49.73  571.9  1.4e-171 protein EFR3
* Pn37.103            K09419  215.40  225.2   6.1e-67 heat shock transcription factor, other eukaryote
* Pn37.106            K14794  190.90  209.4     4e-62 ribosomal RNA-processing protein 12
* Pn37.108            K09285  278.43  300.2   1.2e-89 AP2-like factor, ANT lineage
* Pn37.110            K16279 1031.67 3096.5         0 E3 ubiquitin-protein ligase KEG [EC:2.7.11.1 2.3.2.27]
* Pn37.118            K22438  119.80  165.7     9e-49 trans-aconitate 3-methyltransferase [EC:2.1.1.145]
* Pn37.122            K13448  141.30  172.2   7.8e-51 calcium-binding protein CML
* Pn37.136            K02987   93.37  156.2   5.3e-46 small subunit ribosomal protein S4e
* Pn37.137            K23541   34.90  246.9   1.2e-73 Ca2+/H+ antiporter, TMEM165/GDT1 family
* Pn37.139            K13947  238.33  880.6    2e-265 auxin efflux carrier family protein
* Pn37.143            K14494  256.90  836.7  1.4e-251 DELLA protein
* Pn37.144            K13081  351.47  573.9    4e-173 leucoanthocyanidin reductase [EC:1.17.1.3]
* Pn37.151            K06695   57.50  270.9   6.6e-81 26S proteasome regulatory subunit, ATPase 3, interacting protein
* Pn37.155            K06630  424.23  486.0  2.2e-146 14-3-3 protein epsilon
* Pn37.157            K09313  111.63  129.1   9.5e-38 homeobox protein cut-like
* Pn37.158            K02876   46.93   51.9     4e-14 large subunit ribosomal protein L15
* Pn37.160            K14489  615.17 1572.9         0 arabidopsis histidine kinase 2/3/4 (cytokinin receptor) [EC:2.7.13.3]
* Pn37.161            K08360  265.90  276.4   1.1e-82 transmembrane ascorbate-dependent reductase [EC:7.2.1.3]
* Pn37.168            K01889  106.80  189.6     5e-56 phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
* Pn37.170            K00863  529.77  706.6  1.9e-212 triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]
* Pn37.170            K05878  451.57  499.4  8.1e-150 phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]
* Pn37.171            K16732  123.33  326.4     2e-97 Ase1/PRC1/MAP65 family protein
* Pn37.173            K02183  200.47  337.7  2.2e-101 calmodulin
* Pn37.173            K13448  141.30  199.7   3.2e-59 calcium-binding protein CML
* Pn37.177            K14638  384.90  903.6  5.2e-272 solute carrier family 15 (peptide/histidine transporter), member 3/4
* Pn37.178            K01580  397.80  556.9  2.8e-167 glutamate decarboxylase [EC:4.1.1.15]
* Pn37.179            K05391  229.50  789.7  1.7e-237 cyclic nucleotide gated channel, plant
* Pn37.185            K14964  215.37  458.7  1.3e-137 Set1/Ash2 histone methyltransferase complex subunit ASH2
* Pn37.190            K09142   42.20  475.7  7.8e-143 methyltransferase [EC:2.1.1.-]
* Pn37.197            K04708  220.77  402.8    6e-121 3-dehydrosphinganine reductase [EC:1.1.1.102]
* Pn39.1              K01580  397.80  556.9  2.8e-167 glutamate decarboxylase [EC:4.1.1.15]
* Pn39.2              K05391  229.50  785.7  2.8e-236 cyclic nucleotide gated channel, plant
* Pn39.10             K21891   89.77  250.5   1.8e-74 calcium load-activated calcium channel
* Pn39.15             K08064   52.57  205.9   4.9e-61 nuclear transcription factor Y, alpha
* Pn39.20             K00279  240.23  666.6  1.7e-200 cytokinin dehydrogenase [EC:1.5.99.12]
* Pn39.23             K06685   39.07  411.8  7.1e-124 MOB kinase activator 1
* Pn39.26             K15082  223.53  608.1  8.7e-183 DNA repair protein RAD7
* Pn39.35             K13464   34.33  154.9   1.9e-45 jasmonate ZIM domain-containing protein
* Pn39.36             K15340  429.57  587.1  1.7e-176 DNA cross-link repair 1A protein
* Pn39.38             K13201  210.27  452.6  9.2e-136 nucleolysin TIA-1/TIAR
* Pn39.42             K04078   24.43  131.4   1.4e-38 chaperonin GroES
* Pn39.43             K04078   24.43   90.2   5.9e-26 chaperonin GroES
* Pn39.47             K14488   34.97  114.6   3.5e-33 SAUR family protein
* Pn39.48             K14488   34.97   37.3   1.3e-09 SAUR family protein
* Pn39.50             K07052   32.93   47.3   6.1e-13 CAAX protease family protein
* Pn39.52             K22913  408.93  864.3  8.7e-260 phosphatidylinositol 3,5-bisphosphate 5-phosphatase [EC:3.1.3.-]
* Pn39.55             K15028   77.97  238.2   5.4e-71 translation initiation factor 3 subunit K
* Pn39.56             K00695  635.93 1373.8         0 sucrose synthase [EC:2.4.1.13]
* Pn39.58             K11975  154.17  179.5   3.3e-53 E3 ubiquitin-protein ligase RNF144 [EC:2.3.2.31]
* Pn39.60             K03239  249.80  573.7  2.3e-172 translation initiation factor eIF-2B subunit alpha
* Pn39.62             K00814  261.17  807.8  4.4e-243 alanine transaminase [EC:2.6.1.2]
