# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* Pn1.267             K09286   88.90  165.9   5.9e-49 EREBP-like factor
* Pn1.269             K09286   88.90  165.9   5.9e-49 EREBP-like factor
* Pn1.271             K09286   88.90  162.6   5.8e-48 EREBP-like factor
* Pn1.272             K14962  177.77  254.5   6.7e-76 COMPASS component SWD2
* Pn1.273             K09286   88.90  156.0   6.3e-46 EREBP-like factor
* Pn1.274             K09286   88.90  136.6   4.9e-40 EREBP-like factor
* Pn1.278             K13248  286.03  343.6  5.1e-103 pyridoxal phosphate phosphatase PHOSPHO2 [EC:3.1.3.74]
* Pn1.279             K09286   88.90  163.8   2.6e-48 EREBP-like factor
* Pn1.284             K01244  195.37  239.2   3.4e-71 5'-methylthioadenosine nucleosidase [EC:3.2.2.16]
* Pn1.288             K14962  177.77  256.1   2.3e-76 COMPASS component SWD2
* Pn1.289             K09286   88.90  165.9   5.9e-49 EREBP-like factor
* Pn1.291             K09286   88.90  161.5   1.3e-47 EREBP-like factor
* Pn1.293             K14962  177.77  254.9   5.3e-76 COMPASS component SWD2
* Pn1.296             K09286   88.90  158.0   1.5e-46 EREBP-like factor
* Pn1.301             K01244  195.37  434.5  1.6e-130 5'-methylthioadenosine nucleosidase [EC:3.2.2.16]
* Pn1.306             K10949   66.53   98.5   2.2e-28 ER lumen protein retaining receptor
* Pn1.308             K15285  201.97  309.3   1.6e-92 solute carrier family 35, member E3
* Pn1.314             K20547  323.20  550.9  2.5e-165 basic endochitinase B [EC:3.2.1.14]
* Pn1.315             K20547  323.20  535.0  1.6e-160 basic endochitinase B [EC:3.2.1.14]
* Pn1.339             K20547  323.20  639.6  3.8e-192 basic endochitinase B [EC:3.2.1.14]
* Pn1.343             K21777  347.97  354.8  3.5e-106 G2/mitotic-specific cyclin-B, other
* Pn1.344             K22184  225.30  506.4  9.3e-152 bromodomain-containing protein 9
* Pn1.344             K02563  131.10  388.2  1.9e-116 UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
* Pn1.352             K20547  323.20  552.7  7.1e-166 basic endochitinase B [EC:3.2.1.14]
* Pn1.353             K14400  180.70  202.9   2.5e-60 pre-mRNA cleavage complex 2 protein Pcf11
* Pn1.354             K20547  323.20  565.3  1.1e-169 basic endochitinase B [EC:3.2.1.14]
* Pn1.357             K05282  301.97  654.0  3.7e-197 gibberellin-44 dioxygenase [EC:1.14.11.12]
* Pn1.358             K02212  735.90 1242.1         0 DNA replication licensing factor MCM4 [EC:5.6.2.3]
* Pn1.358             K02639  108.60  171.2     1e-50 ferredoxin
* Pn1.365             K14293  244.60  271.6   5.7e-81 importin subunit beta-1
* Pn1.374             K09264  128.70  180.2   2.8e-53 MADS-box transcription factor, plant
* Pn1.380             K09486  642.83  906.2  1.4e-272 hypoxia up-regulated 1
* Pn1.387             K19033   26.93   37.3   1.2e-09 30S ribosomal protein S31
* Pn1.397             K19033   26.93   38.0   7.2e-10 30S ribosomal protein S31
* Pn1.400             K13102  113.23  394.3  3.5e-118 DNA/RNA-binding protein KIN17
* Pn1.401             K14944  235.90  302.5   2.8e-90 RNA-binding protein Nova
* Pn1.421             K19033   26.93   33.0   2.5e-08 30S ribosomal protein S31
* Pn1.438             K13102  113.23  368.0  3.4e-110 DNA/RNA-binding protein KIN17
* Pn1.439             K14944  235.90  302.8   2.3e-90 RNA-binding protein Nova
* Pn1.467             K03168  446.53  569.8    6e-171 DNA topoisomerase I [EC:5.6.2.1]
* Pn1.476             K02730  251.53  499.7  3.3e-150 20S proteasome subunit alpha 1 [EC:3.4.25.1]
* Pn1.478             K15304  126.07  280.5   1.8e-83 Ran-binding protein 3
* Pn1.480             K01759   76.37  189.5     2e-56 lactoylglutathione lyase [EC:4.4.1.5]
* Pn1.481             K09422  126.07  255.7   3.4e-76 transcription factor MYB, plant
* Pn1.484             K02730  251.53  465.4  8.7e-140 20S proteasome subunit alpha 1 [EC:3.4.25.1]
* Pn1.486             K15304  126.07  278.4     8e-83 Ran-binding protein 3
* Pn1.487             K01759   76.37  189.8   1.6e-56 lactoylglutathione lyase [EC:4.4.1.5]
* Pn1.488             K09422  126.07  255.9   3.1e-76 transcription factor MYB, plant
* Pn1.494             K23553   66.40   97.6   3.6e-28 post-GPI attachment to proteins factor 3
* Pn1.515             K20368   27.47  143.2   6.8e-42 protein cornichon
* Pn1.517             K08235  152.70  388.3  2.9e-116 xyloglucan:xyloglucosyl transferase [EC:2.4.1.207]
* Pn1.519             K19202   30.60   31.8   4.5e-08 histone deacetylase complex subunit SAP30
* Pn1.521             K20889  490.13  656.5  8.3e-198 probable glucuronoxylan glucuronosyltransferase IRX7 [EC:2.4.1.-]
* Pn1.537             K24028  365.17  367.4  5.2e-110 salicylic acid 3-hydroxylase [EC:1.14.11.-]
* Pn1.540             K05531  210.03  222.8   5.2e-66 mannan polymerase II complex MNN10 subunit [EC:2.4.1.-]
* Pn1.544             K12897  127.03  173.7   3.6e-51 transformer-2 protein
* Pn1.553             K02909   20.40  102.2   1.1e-29 large subunit ribosomal protein L31
* Pn1.572             K00615  184.93  346.7  1.6e-103 transketolase [EC:2.2.1.1]
* Pn1.578             K15397  182.80  504.8  1.5e-151 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn1.589             K15397  182.80  369.4  1.6e-110 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn1.590             K15397  182.80  249.7   2.6e-74 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn1.591             K00615  184.93  661.0  1.6e-198 transketolase [EC:2.2.1.1]
* Pn1.594             K15397  182.80  664.3    8e-200 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn1.597             K15397  182.80  370.9  5.2e-111 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn1.598             K15397  182.80  260.5   1.5e-77 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn1.599             K00615  184.93  686.7    3e-206 transketolase [EC:2.2.1.1]
* Pn1.601             K15397  182.80  593.0  3.1e-178 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn1.602             K00615  184.93  686.7  2.9e-206 transketolase [EC:2.2.1.1]
* Pn1.603             K09286   88.90  101.7   2.1e-29 EREBP-like factor
* Pn1.605             K15397  182.80  490.2  4.1e-147 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn1.608             K15397  182.80  371.9  2.7e-111 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn1.609             K00615  184.93  385.0  4.5e-115 transketolase [EC:2.2.1.1]
* Pn1.610             K00615  184.93  284.4   1.1e-84 transketolase [EC:2.2.1.1]
* Pn1.610             K09286   88.90  106.9   5.7e-31 EREBP-like factor
* Pn1.615             K09286   88.90  109.0   1.3e-31 EREBP-like factor
* Pn1.617             K00615  184.93  245.9   4.9e-73 transketolase [EC:2.2.1.1]
* Pn1.620             K00615  184.93  368.8  3.5e-110 transketolase [EC:2.2.1.1]
* Pn1.628             K15397  182.80  621.0  9.7e-187 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn1.631             K15397  182.80  372.9  1.3e-111 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn1.632             K15397  182.80  256.7     2e-76 3-ketoacyl-CoA synthase [EC:2.3.1.199]
* Pn1.633             K00615  184.93  682.7  4.6e-205 transketolase [EC:2.2.1.1]
* Pn1.633             K09286   88.90   95.3   1.9e-27 EREBP-like factor
* Pn1.647             K13525  825.10 1334.2         0 transitional endoplasmic reticulum ATPase
* Pn1.655             K13508  219.03  309.8   1.3e-92 glycerol-3-phosphate acyltransferase [EC:2.3.1.15 2.3.1.198]
* Pn1.656             K15398  941.70 1018.2         0 fatty acid omega-hydroxylase [EC:1.14.-.-]
* Pn1.665             K09872  227.30  545.1  2.8e-164 aquaporin PIP
* Pn1.667             K09872  227.30  543.0  1.3e-163 aquaporin PIP
* Pn1.669             K09872  227.30  545.1  2.8e-164 aquaporin PIP
* Pn1.671             K22073  273.00  393.8  7.4e-118 transferase CAF17, mitochondrial [EC:2.1.-.-]
* Pn1.694             K09598  234.43  397.9  2.2e-119 signal peptide peptidase-like 3 [EC:3.4.23.-]
* Pn1.695             K24725  390.60  508.2  1.5e-152 angio-associated migratory cell protein
* Pn1.697             K01177  358.13  471.5  1.6e-141 beta-amylase [EC:3.2.1.2]
* Pn1.703             K22912  229.70  502.2  3.5e-151 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
* Pn1.704             K01919   79.00  200.2   4.2e-59 glutamate--cysteine ligase [EC:6.3.2.2]
* Pn1.706             K22133  495.67  735.9  2.4e-221 oxalate---CoA ligase [EC:6.2.1.8]
* Pn1.710             K09584  274.07  311.3   5.9e-93 protein disulfide-isomerase A6 [EC:5.3.4.1]
* Pn1.713             K09422  126.07  143.8   3.7e-42 transcription factor MYB, plant
* Pn1.717             K08736  727.33  822.0    5e-247 DNA mismatch repair protein MSH3
* Pn1.721             K02960  159.17  318.4   9.8e-96 small subunit ribosomal protein S16e
* Pn1.722             K17278  148.00  247.3     1e-73 membrane-associated progesterone receptor component
* Pn1.723             K17278  148.00  171.1   1.7e-50 membrane-associated progesterone receptor component
* Pn1.724             K09422  126.07  171.7   1.2e-50 transcription factor MYB, plant
* Pn1.734             K10666   78.37  156.1   4.3e-46 E3 ubiquitin-protein ligase RNF5 [EC:2.3.2.27]
* Pn1.735             K03671  107.90  147.1   3.1e-43 thioredoxin 1
* Pn1.738             K01934   93.27   93.5   7.2e-27 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
* Pn1.746             K12855  222.57 1562.4         0 pre-mRNA-processing factor 6
* Pn1.750             K24971  287.37 1233.2         0 nuclear export mediator factor NEMF
* Pn1.752             K23280  343.57  691.1    4e-208 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* Pn1.762             K22048  247.70  974.0  6.1e-293 mechanosensitive ion channel protein 4/5/6/7/8/9/10
* Pn1.766             K22048  247.70  514.5  3.2e-154 mechanosensitive ion channel protein 4/5/6/7/8/9/10
* Pn1.768             K06685   39.07  263.1   1.3e-78 MOB kinase activator 1
* Pn1.774             K22073  273.00  389.9  1.1e-116 transferase CAF17, mitochondrial [EC:2.1.-.-]
* Pn1.780             K00789   17.40  328.6   3.7e-98 S-adenosylmethionine synthetase [EC:2.5.1.6]
* Pn1.822             K09598  234.43  396.4  6.3e-119 signal peptide peptidase-like 3 [EC:3.4.23.-]
* Pn1.825             K01177  358.13  471.6  1.5e-141 beta-amylase [EC:3.2.1.2]
* Pn1.830             K22912  229.70  500.8  9.5e-151 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
* Pn1.831             K01919   79.00  377.4  8.5e-113 glutamate--cysteine ligase [EC:6.3.2.2]
* Pn1.833             K15437  324.57  380.2    7e-114 aminoacyl tRNA synthase complex-interacting multifunctional protein 1
* Pn1.835             K22133  495.67  740.2  1.2e-222 oxalate---CoA ligase [EC:6.2.1.8]
* Pn1.840             K09584  274.07  310.5   1.1e-92 protein disulfide-isomerase A6 [EC:5.3.4.1]
* Pn1.851             K02960  159.17  318.5   9.5e-96 small subunit ribosomal protein S16e
* Pn1.852             K17278  148.00  247.9   6.8e-74 membrane-associated progesterone receptor component
* Pn1.853             K17278  148.00  175.4   8.4e-52 membrane-associated progesterone receptor component
* Pn1.855             K09422  126.07  170.5   2.7e-50 transcription factor MYB, plant
* Pn1.862             K01934   93.27   94.4   3.7e-27 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
* Pn1.868             K12855  222.57 1560.5         0 pre-mRNA-processing factor 6
* Pn1.872             K24971  287.37 1232.5         0 nuclear export mediator factor NEMF
* Pn1.875             K23280  343.57  690.3  7.1e-208 rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]
* Pn1.887             K22048  247.70  975.3  2.4e-293 mechanosensitive ion channel protein 4/5/6/7/8/9/10
* Pn1.889             K06685   39.07  263.1   1.3e-78 MOB kinase activator 1
* Pn1.901             K08235  152.70  423.3    7e-127 xyloglucan:xyloglucosyl transferase [EC:2.4.1.207]
* Pn1.902             K21766  166.80  383.5  7.4e-115 tubulin-specific chaperone C
* Pn1.904             K01076  183.63  276.9   1.3e-82 abhydrolase domain-containing protein 17 [EC:3.1.2.22]
* Pn1.909             K13448  141.30  165.4   9.4e-49 calcium-binding protein CML
* Pn1.912             K16055  763.23 1080.8         0 trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]
* Pn1.912             K00697  525.37  530.2  4.1e-159 trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]
* Pn1.913             K00809  125.10  532.9    7e-160 deoxyhypusine synthase [EC:2.5.1.46]
* Pn1.918             K13422  169.07  745.0  3.5e-224 transcription factor MYC2
* Pn1.918             K25801  116.93  140.4   2.8e-41 succinate dehydrogenase (ubiquinone) subunit 4
* Pn1.924             K12624   57.40   98.2   1.6e-28 U6 snRNA-associated Sm-like protein LSm5
* Pn1.927             K21889  129.60  254.9   4.3e-76 Bax inhibitor 1
* Pn1.929             K23538   83.30  153.0   6.8e-45 ELMO domain-containing protein
* Pn1.937             K21444  226.80  306.4   1.9e-91 poly(rC)-binding protein 3/4
* Pn1.1031            K22684   84.23  439.6  7.2e-132 metacaspase-1 [EC:3.4.22.-]
* Pn1.1037            K19042   70.00  233.4   2.2e-69 E3 ubiquitin-protein ligase BOI and related proteins [EC:2.3.2.27]
* Pn1.1048            K13484  139.70  216.2   3.6e-64 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.97]
* Pn1.1048            K07127  133.63  133.8   3.8e-39 5-hydroxyisourate hydrolase [EC:3.5.2.17]
* Pn1.1050            K06934   42.20   51.8   2.8e-14 uncharacterized protein
* Pn1.1066            K09286   88.90  166.3   4.3e-49 EREBP-like factor
* Pn1.1224            K25796  119.97  278.4   2.6e-83 plant-specific transcription factor YABBY family protein
* Pn69.3              K25796  119.97  278.4   2.6e-83 plant-specific transcription factor YABBY family protein
* Pn1.1276            K01358   53.23  351.6  1.9e-105 ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
* Pn1.1288            K19202   30.60   41.8     4e-11 histone deacetylase complex subunit SAP30
* Pn1.1289            K08232  283.40  702.2  2.3e-211 monodehydroascorbate reductase (NADH) [EC:1.6.5.4]
* Pn1.1290            K06013  123.70  210.5   2.5e-62 STE24 endopeptidase [EC:3.4.24.84]
* Pn1.1291            K20772  711.33  735.8  1.2e-221 1-aminocyclopropane-1-carboxylate synthase 1/2/6 [EC:4.4.1.14]
* Pn1.1470            K02607  119.07  451.0  2.7e-135 origin recognition complex subunit 5
* Pn1.1469            K19600  127.33  339.4  1.9e-101 tubby and related proteins
* Pn1.1434            K03115  108.33  203.0   5.2e-60 casein kinase II subunit beta
* Pn1.1432            K22684   84.23  439.6  7.2e-132 metacaspase-1 [EC:3.4.22.-]
* Pn1.1431            K03260  113.87  668.1  9.5e-201 translation initiation factor 4G
* Pn1.1424            K19042   70.00  230.0   2.4e-68 E3 ubiquitin-protein ligase BOI and related proteins [EC:2.3.2.27]
* Pn1.1415            K13484  139.70  166.3   5.3e-49 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:3.5.2.17 4.1.1.97]
* Pn1.1413            K06934   42.20   51.8   2.8e-14 uncharacterized protein
* Pn1.1408            K07874  256.40  279.9   8.4e-84 Ras-related protein Rab-1A
* Pn1.1395            K09286   88.90  166.2   4.6e-49 EREBP-like factor
* Pn1.1393            K09286   88.90  175.1   9.1e-52 EREBP-like factor
* Pn1.1389            K02936   66.93  483.1  3.7e-145 large subunit ribosomal protein L7Ae
* Pn1.1389            K13989  212.27  292.1     3e-87 Derlin-2/3
* Pn1.1388            K09422  126.07  187.3   2.2e-55 transcription factor MYB, plant
* Pn1.1375            K09286   88.90  137.1   3.5e-40 EREBP-like factor
* Pn1.1373            K01046   63.77   68.0   4.1e-19 triacylglycerol lipase [EC:3.1.1.3]
* Pn1.1371            K17912  392.50  986.2  2.3e-297 9-cis-beta-carotene 9',10'-cleaving dioxygenase [EC:1.13.11.68]
* Pn1.1365            K14767  133.40  175.2   1.1e-51 U3 small nucleolar RNA-associated protein 3
* Pn1.1355            K09873  271.70  338.8  1.4e-101 aquaporin TIP
* Pn1.1354            K09873  271.70  411.4  1.1e-123 aquaporin TIP
* Pn1.1321            K13066  499.33  626.6    1e-188 caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4]
* Pn1.1317            K13066  499.33  651.5  2.9e-196 caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4]
* Pn1.1313            K13066  499.33  559.6  2.1e-168 caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4]
* Pn1.1442            K11592  391.30  997.2  6.2e-300 endoribonuclease Dicer [EC:3.1.26.-]
* Pn1.1299            K08486  213.73  285.4   3.3e-85 syntaxin 1B/2/3
* Pn1.1475            K20772  711.33  736.5  7.6e-222 1-aminocyclopropane-1-carboxylate synthase 1/2/6 [EC:4.4.1.14]
* Pn1.1477            K06013  123.70  218.0   1.3e-64 STE24 endopeptidase [EC:3.4.24.84]
* Pn1.1478            K08232  283.40  702.2  2.3e-211 monodehydroascorbate reductase (NADH) [EC:1.6.5.4]
* Pn1.1500            K01358   53.23  351.5    2e-105 ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
* Pn1.1273            K22763  101.87  164.6   1.8e-48 deubiquitinase DESI2 [EC:3.4.19.12]
* Pn1.1272            K20600  737.17  793.8  1.2e-239 mitogen-activated protein kinase 4 [EC:2.7.11.24]
* Pn1.1270            K20628  126.20  195.3     8e-58 expansin
* Pn1.1269            K20628  126.20  199.2   5.2e-59 expansin
* Pn1.1266            K17479   82.73  247.5   8.7e-74 glutaredoxin domain-containing cysteine-rich protein 1
* Pn1.1264            K02969  116.53  258.2   5.5e-77 small subunit ribosomal protein S20e
* Pn1.1258            K00703  137.50  163.8   2.4e-48 starch synthase [EC:2.4.1.21]
* Pn1.1250            K14638  384.90  641.5  8.1e-193 solute carrier family 15 (peptide/histidine transporter), member 3/4
* Pn1.1237            K03921  171.40  177.7   1.8e-52 acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]
* Pn1.1232            K01051   76.27  508.1  9.7e-153 pectinesterase [EC:3.1.1.11]
* Pn1.1231            K03132   72.97  215.2   8.7e-64 transcription initiation factor TFIID subunit 7
