# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* Pn12.116            K11886  392.10 1785.0         0 proteasome component ECM29
* Pn12.114            K01640  144.50  566.4  1.7e-170 hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
* Pn12.112            K13947  238.33  499.5  4.8e-150 auxin efflux carrier family protein
* Pn12.111            K13947  238.33  362.8  1.2e-108 auxin efflux carrier family protein
* Pn12.106            K14819  183.03  381.6    2e-114 dual specificity phosphatase 12 [EC:3.1.3.16 3.1.3.48]
* Pn12.102            K03253  240.73 1015.7         0 translation initiation factor 3 subunit B
* Pn12.100            K01807   49.57  288.6   3.5e-86 ribose 5-phosphate isomerase A [EC:5.3.1.6]
* Pn12.99             K09419  215.40  268.8   3.2e-80 heat shock transcription factor, other eukaryote
* Pn12.98             K03950   57.17  140.8   3.7e-41 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6
* Pn12.97             K15922  463.67  679.1  2.6e-204 sulfoquinovosidase [EC:3.2.1.199]
* Pn12.95             K03955  106.03  158.3   8.2e-47 NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein
* Pn12.95             K02078   40.00   78.2   4.2e-22 acyl carrier protein
* Pn12.94             K09567  277.63  375.3  5.3e-113 peptidyl-prolyl isomerase H (cyclophilin H) [EC:5.2.1.8]
* Pn12.94             K03767  188.17  190.3   1.8e-56 peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]
* Pn12.92             K14431  125.50  621.8  3.7e-187 transcription factor TGA
* Pn12.87             K06316  150.83  558.9  6.4e-168 oligosaccharide translocation protein RFT1
* Pn12.83             K07198  448.73  492.2  9.9e-148 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
* Pn12.82             K08507   58.13  221.7   7.9e-66 unconventional SNARE in the endoplasmic reticulum protein 1
* Pn12.81             K04035  370.23  663.3  3.9e-200 magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81]
* Pn12.81             K02727  257.90  486.9  2.3e-146 20S proteasome subunit alpha 7 [EC:3.4.25.1]
* Pn12.80             K09875  137.70  338.2  2.1e-101 aquaporin SIP
* Pn12.76             K01923  155.80  464.9  1.2e-139 phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
* Pn12.74             K17780   68.80   87.6   4.8e-25 mitochondrial import inner membrane translocase subunit TIM8
* Pn12.66             K02888   25.77  154.1   1.7e-45 large subunit ribosomal protein L21
* Pn12.64             K09422  126.07  236.2   2.8e-70 transcription factor MYB, plant
* Pn12.54             K00326  157.40  377.5  3.5e-113 cytochrome-b5 reductase [EC:1.6.2.2]
* Pn12.53             K03017   82.17  167.3   1.6e-49 DNA-directed RNA polymerase II subunit RPB9
* Pn12.38             K14514  179.27  703.2  1.3e-211 ethylene-insensitive protein 3
* Pn12.36             K11251   45.87   84.0   5.5e-24 histone H2A
* Pn12.35             K11518   68.33  344.2  4.4e-103 mitochondrial import receptor subunit TOM40
* Pn12.34             K03687   32.93  204.4   1.3e-60 molecular chaperone GrpE
* Pn12.32             K03327  104.53  531.3  2.2e-159 multidrug resistance protein, MATE family
* Pn12.26             K14432   81.97  260.9   1.2e-77 ABA responsive element binding factor
* Pn12.23             K02503   87.10  159.1   6.7e-47 histidine triad (HIT) family protein
* Pn12.20             K01530  705.07 1140.5         0 phospholipid-translocating ATPase [EC:7.6.2.1]
* Pn12.2206           K03781   74.63   85.5   1.5e-24 catalase [EC:1.11.1.6]
* Pn12.2201           K03781   74.63   92.5   1.1e-26 catalase [EC:1.11.1.6]
* Pn12.2199           K23390  158.03  250.8   1.7e-74 large proline-rich protein BAG6
* Pn12.2193           K06199   28.87   33.8   8.3e-09 fluoride exporter
* Pn12.2191           K00430  113.80  438.8  1.7e-131 peroxidase [EC:1.11.1.7]
* Pn12.2186           K20893  425.63  533.7  7.9e-161 probable galacturonosyltransferase-like 1 [EC:2.4.1.-]
* Pn12.2179           K11644  219.47 1057.2         0 paired amphipathic helix protein Sin3a
* Pn12.2176           K05658  913.93 1704.6         0 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
* Pn12.2174           K13153   50.47  103.6   5.9e-30 U11/U12 small nuclear ribonucleoprotein 25 kDa protein
* Pn12.2171           K13448  141.30  146.2   6.4e-43 calcium-binding protein CML
* Pn12.2170           K03686  388.20  491.4  1.9e-147 molecular chaperone DnaJ
* Pn12.2163           K01835  334.67  839.4  1.2e-252 phosphoglucomutase [EC:5.4.2.2]
* Pn12.2158           K10088  183.63  265.6   4.8e-79 protein OS-9
* Pn12.2153           K13207  178.67  227.1   2.3e-67 CUG-BP- and ETR3-like factor
* Pn12.2152           K14409  330.87  625.3  9.6e-188 protein SMG7
* Pn12.2151           K00876  136.37  441.2  2.1e-132 uridine kinase [EC:2.7.1.48]
* Pn12.2150           K01992   17.73   19.3    0.0002 ABC-2 type transport system permease protein
* Pn12.2149           K10746  205.90  589.8  4.7e-177 exonuclease 1 [EC:3.1.-.-]
* Pn12.2142           K16285  122.10  192.6   3.2e-57 RING/U-box domain-containing protein [EC:2.3.2.27]
* Pn12.2140           K19269  400.77  475.3  9.8e-143 phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48]
* Pn12.2134           K13947  238.33  897.5  1.5e-270 auxin efflux carrier family protein
* Pn12.2132           K08360  265.90  281.0   4.1e-84 transmembrane ascorbate-dependent reductase [EC:7.2.1.3]
* Pn12.2130           K21751  111.23  261.3   2.1e-78 down-regulator of transcription 1
* Pn12.2128           K13123  117.00  416.4  1.6e-124 G patch domain-containing protein 1
* Pn12.2125           K15685   49.43  176.0   9.1e-52 E3 ubiquitin-protein ligase Hakai [EC:2.3.2.27]
* Pn12.2120           K01530  705.07 1394.1         0 phospholipid-translocating ATPase [EC:7.6.2.1]
* Pn12.2116           K16287  303.17  535.4  1.2e-160 ubiquitin-like-specific protease 1C/D [EC:3.4.22.68]
* Pn12.2109           K06195  143.17  188.7   5.1e-56 ApaG protein
* Pn12.2106           K02918   58.50  237.3   1.2e-70 large subunit ribosomal protein L35e
* Pn12.2092           K23564   72.77  361.0  2.5e-108 ER membrane protein complex subunit 3
* Pn12.2091           K10520  175.60  446.4  7.8e-134 ankyrin repeat and BTB/POZ domain-containing protein 1
* Pn12.2089           K01673   19.33   75.0   2.3e-21 carbonic anhydrase [EC:4.2.1.1]
* Pn12.2086           K06195  143.17  190.3   1.6e-56 ApaG protein
* Pn12.2083           K02918   58.50  237.3   1.2e-70 large subunit ribosomal protein L35e
* Pn12.2071           K23564   72.77  359.4  7.6e-108 ER membrane protein complex subunit 3
* Pn12.2070           K10520  175.60  452.9  8.8e-136 ankyrin repeat and BTB/POZ domain-containing protein 1
* Pn12.2064           K05933  275.93  519.2  2.8e-156 aminocyclopropanecarboxylate oxidase [EC:1.14.17.4]
* Pn12.2062           K10842   60.90  143.0   6.5e-42 CDK-activating kinase assembly factor MAT1
* Pn12.2055           K22763  101.87  309.3   1.8e-92 deubiquitinase DESI2 [EC:3.4.19.12]
* Pn12.2053           K01183  116.00  260.5   1.4e-77 chitinase [EC:3.2.1.14]
* Pn12.2047           K18179   52.20   63.0   1.6e-17 cytochrome c oxidase assembly factor 6
* Pn12.2044           K03263   43.97  310.6   2.2e-93 translation initiation factor 5A
* Pn12.2043           K01850  127.43  392.0  8.2e-118 chorismate mutase [EC:5.4.99.5]
* Pn12.2041           K01246   29.53  334.2  2.5e-100 DNA-3-methyladenine glycosylase I [EC:3.2.2.20]
* Pn12.2039           K01255  409.47  569.9  3.2e-171 leucyl aminopeptidase [EC:3.4.11.1]
* Pn12.2033           K11086   81.93  256.7   1.3e-76 small nuclear ribonucleoprotein B and B'
* Pn12.2031           K03136   44.37  107.4   4.1e-31 transcription initiation factor TFIIE subunit alpha
* Pn12.2030           K12592   45.07  115.5   1.6e-33 exosome complex protein LRP1
* Pn12.2024           K02520   39.00  248.8   4.3e-74 translation initiation factor IF-3
* Pn12.2023           K23541   34.90   36.5   1.1e-09 Ca2+/H+ antiporter, TMEM165/GDT1 family
* Pn12.2020           K23565   49.63  203.6   1.7e-60 ER membrane protein complex subunit 4
* Pn12.2019           K03715  298.53  660.1  1.1e-198 1,2-diacylglycerol 3-beta-galactosyltransferase [EC:2.4.1.46]
* Pn12.2018           K22943  109.30  265.2   2.7e-79 protein YIPF6
* Pn12.2017           K01904  559.03  763.4  1.6e-229 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn12.2015           K12930  412.63  566.3  4.7e-170 anthocyanidin 3-O-glucosyltransferase [EC:2.4.1.115]
* Pn12.2014           K13413  453.17  548.7  4.6e-165 mitogen-activated protein kinase kinase 4/5 [EC:2.7.12.2]
* Pn12.2013           K00901   97.87  297.2   9.9e-89 diacylglycerol kinase (ATP) [EC:2.7.1.107]
* Pn12.2012           K19222   81.63  107.6   2.7e-31 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]
* Pn12.2009           K03076  210.87  339.2  1.6e-101 preprotein translocase subunit SecY
* Pn12.2009           K15281  269.10  320.9   7.5e-96 solute carrier family 35
* Pn12.2008           K16055  763.23 1072.5         0 trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]
* Pn12.2005           K10663  156.93  164.4   1.7e-48 E3 ubiquitin-protein ligase ATL4 [EC:2.3.2.27]
* Pn12.2003           K19044  288.83  749.7  7.1e-226 E3 ubiquitin-protein ligase XBAT32/33 [EC:2.3.2.27]
* Pn12.2001           K15404  546.53  566.2  6.7e-170 aldehyde decarbonylase [EC:4.1.99.5]
* Pn12.1999           K07023   86.27  326.0   1.1e-97 5'-deoxynucleotidase [EC:3.1.3.89]
* Pn12.1998           K08835  397.33  571.2  1.4e-171 serine/threonine-protein kinase OSR1/STK39 [EC:2.7.11.1]
* Pn12.1997           K07023   86.27  295.7   1.8e-88 5'-deoxynucleotidase [EC:3.1.3.89]
* Pn12.1996           K08835  397.33  573.7  2.3e-172 serine/threonine-protein kinase OSR1/STK39 [EC:2.7.11.1]
* Pn12.1994           K01611   16.80  238.1   8.3e-71 S-adenosylmethionine decarboxylase [EC:4.1.1.50]
* Pn12.1989           K08869  333.00  375.8  1.4e-112 aarF domain-containing kinase
* Pn12.1988           K14774  173.67  678.0  9.3e-204 U3 small nucleolar RNA-associated protein 25
* Pn12.1987           K25784  114.70  227.9   1.9e-67 bZIP transcription factor 9/10/25/63
* Pn12.1982           K14488   34.97  116.4   9.8e-34 SAUR family protein
* Pn12.1981           K01214  933.57  944.1  4.4e-284 isoamylase [EC:3.2.1.68]
* Pn12.1954           K03531  143.07  535.2  5.1e-161 cell division protein FtsZ
* Pn12.1952           K20102  129.10  451.6  2.8e-135 YTH domain-containing family protein
* Pn12.1941           K09422  126.07  229.4   3.4e-68 transcription factor MYB, plant
* Pn12.1940           K02993   44.20  352.4  8.8e-106 small subunit ribosomal protein S7e
* Pn12.1939           K01809   29.57  477.0  4.8e-143 mannose-6-phosphate isomerase [EC:5.3.1.8]
* Pn12.1937           K01056   52.27  118.8   1.4e-34 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
* Pn12.1930           K00227  134.77  310.5   1.2e-92 Delta7-sterol 5-desaturase [EC:1.14.19.20]
* Pn12.1925           K12271  179.53  207.5   1.3e-61 signal recognition particle 43 kDa protein
* Pn12.1917           K19225  123.63  168.6   9.5e-50 rhomboid protease GluP [EC:3.4.21.105]
* Pn12.1915           K02898  168.23  277.4   8.3e-83 large subunit ribosomal protein L26e
* Pn12.1914           K09287   85.60  445.7    6e-134 RAV-like factor
* Pn12.1913           K10525  234.40  375.1  1.2e-112 allene oxide cyclase [EC:5.3.99.6]
* Pn12.1909           K01052  123.20  230.9   1.6e-68 lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]
* Pn12.1907           K13115   73.17  445.7  1.4e-133 coiled-coil domain-containing protein 130
* Pn12.1901           K00648  228.37  474.5    2e-142 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
* Pn12.1895           K14190  262.47  730.3  4.6e-220 GDP-L-galactose phosphorylase [EC:2.7.7.69]
* Pn12.1869           K08832  277.77  539.0    7e-162 serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]
* Pn12.1866           K01285  587.63  674.2  1.1e-202 lysosomal Pro-X carboxypeptidase [EC:3.4.16.2]
* Pn12.1863           K02975   26.10  206.4   1.7e-61 small subunit ribosomal protein S25e
* Pn12.1856           K08999   34.10  125.8   7.6e-37 uncharacterized protein
* Pn12.1854           K08057  492.47  691.5  3.5e-208 calreticulin
* Pn12.1853           K25786  101.77  147.6   1.4e-43 bZIP transcription factor 1/2/11/44/53
* Pn12.1850           K03008   98.00  208.6     4e-62 DNA-directed RNA polymerase II subunit RPB11
* Pn12.1849           K00430  113.80  159.3   7.3e-47 peroxidase [EC:1.11.1.7]
* Pn12.1847           K03695 1092.87 1453.7         0 ATP-dependent Clp protease ATP-binding subunit ClpB
* Pn12.1842           K08913  485.77  518.7    9e-157 light-harvesting complex II chlorophyll a/b binding protein 2
* Pn12.1840           K09487 1100.87 1131.6         0 heat shock protein 90kDa beta
* Pn12.1840           K04079   60.10  767.4  9.5e-231 molecular chaperone HtpG
* Pn12.1836           K12854 2449.90 3762.8         0 pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13]
* Pn12.1834           K15414   36.10   42.1     3e-11 complement component 1 Q subcomponent-binding protein, mitochondrial
* Pn12.1833           K22848  212.13  538.2  2.7e-162 diacylglycerol O-acyltransferase 2, plant [EC:2.3.1.20]
* Pn12.1832           K00384  330.90  506.8  2.8e-152 thioredoxin reductase (NADPH) [EC:1.8.1.9]
* Pn12.1830           K06934   42.20   53.6   7.5e-15 uncharacterized protein
* Pn12.1825           K02969  116.53  245.8   3.5e-73 small subunit ribosomal protein S20e
* Pn12.1747           K11644  219.47  756.5  2.6e-227 paired amphipathic helix protein Sin3a
* Pn12.1744           K05658  913.93 1704.4         0 ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]
* Pn12.1743           K13153   50.47   84.5   3.9e-24 U11/U12 small nuclear ribonucleoprotein 25 kDa protein
* Pn12.1741           K13448  141.30  142.4   9.2e-42 calcium-binding protein CML
* Pn12.1740           K03686  388.20  490.3  4.2e-147 molecular chaperone DnaJ
* Pn12.1733           K01835  334.67  834.5  3.6e-251 phosphoglucomutase [EC:5.4.2.2]
* Pn12.1732           K10838  103.20  209.6   3.6e-62 xeroderma pigmentosum group C-complementing protein
* Pn12.1728           K10088  183.63  265.1   6.4e-79 protein OS-9
* Pn12.1725           K15289  182.87  441.8  1.2e-132 solute carrier family 35, member F5
* Pn12.1724           K23025  975.30 1626.9         0 H+-translocating diphosphatase [EC:7.1.3.1]
* Pn12.1723           K01883  404.47  719.5  2.6e-216 cysteinyl-tRNA synthetase [EC:6.1.1.16]
* Pn12.1719           K13207  178.67  231.1   1.5e-68 CUG-BP- and ETR3-like factor
* Pn12.1718           K14409  330.87  626.8  3.5e-188 protein SMG7
* Pn12.1717           K00876  136.37  439.9  5.4e-132 uridine kinase [EC:2.7.1.48]
* Pn12.1716           K01992   17.73   18.0   0.00052 ABC-2 type transport system permease protein
* Pn12.1715           K10746  205.90  587.4  2.5e-176 exonuclease 1 [EC:3.1.-.-]
* Pn12.1714           K16285  122.10  216.2     2e-64 RING/U-box domain-containing protein [EC:2.3.2.27]
* Pn12.1713           K19269  400.77  476.7  3.7e-143 phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48]
* Pn13.2063           K01051   76.27  344.8  3.1e-103 pectinesterase [EC:3.1.1.11]
* Pn13.2057           K20884  294.23  623.3  1.1e-187 riboflavin kinase / FMN hydrolase [EC:2.7.1.26 3.1.3.102]
* Pn13.2057           K01091  116.10  117.5     3e-34 phosphoglycolate phosphatase [EC:3.1.3.18]
* Pn13.2053           K07020   83.80  261.7   4.8e-78 uncharacterized protein
* Pn13.2047           K00016  309.13  523.4  3.7e-157 L-lactate dehydrogenase [EC:1.1.1.27]
* Pn13.2035           K00016  309.13  531.8  1.1e-159 L-lactate dehydrogenase [EC:1.1.1.27]
* Pn13.2032           K20456  637.97  876.3  1.5e-263 oxysterol-binding protein 1
* Pn13.2029           K00759   95.53  342.2  1.3e-102 adenine phosphoribosyltransferase [EC:2.4.2.7]
* Pn13.2022           K08495   82.90  330.3   6.1e-99 golgi SNAP receptor complex member 1
* Pn13.2021           K14488   34.97   80.6   8.6e-23 SAUR family protein
* Pn13.2016           K14488   34.97  120.0   8.2e-35 SAUR family protein
* Pn13.2009           K09422  126.07  241.3     8e-72 transcription factor MYB, plant
* Pn13.2005           K13679  602.30 1060.4         0 granule-bound starch synthase [EC:2.4.1.242]
* Pn13.2005           K00703  137.50  518.5  1.2e-155 starch synthase [EC:2.4.1.21]
* Pn13.2001           K02942   83.33  186.4   1.8e-55 large subunit ribosomal protein LP1
* Pn13.1997           K22985  187.53  559.5  5.1e-168 G protein-coupled receptor 107
* Pn13.1994           K07198  448.73  501.8  1.2e-150 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
* Pn13.1982           K14638  384.90  699.7  2.1e-210 solute carrier family 15 (peptide/histidine transporter), member 3/4
* Pn13.1980           K07157  136.17  136.3   6.1e-40 uncharacterized protein
* Pn13.1975           K03522  207.83  402.8  1.4e-120 electron transfer flavoprotein alpha subunit
* Pn13.1972           K11584  256.60  802.4  2.6e-241 serine/threonine-protein phosphatase 2A regulatory subunit B'
* Pn13.593            K01872  196.70 1097.5         0 alanyl-tRNA synthetase [EC:6.1.1.7]
* Pn13.598            K02575  149.10  166.5   3.3e-49 MFS transporter, NNP family, nitrate/nitrite transporter
* Pn13.606            K09458  469.33  598.7  5.4e-180 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
* Pn13.613            K19038  161.53  241.2   6.3e-72 E3 ubiquitin-protein ligase ATL41 [EC:2.3.2.27]
* Pn13.628            K13420 1166.27 1172.9         0 LRR receptor-like serine/threonine-protein kinase FLS2 [EC:2.7.11.1]
* Pn13.652            K18211  216.00  301.4   3.3e-90 synaptosomal-associated protein 25
* Pn13.654            K22390  139.30  370.4  7.6e-111 acid phosphatase type 7
* Pn13.671            K20867  551.37  926.0  3.4e-279 galacturonosyltransferase 12/13/14/15 [EC:2.4.1.-]
* Pn13.675            K00660  570.13  629.0  4.6e-189 chalcone synthase [EC:2.3.1.74]
* Pn13.678            K14490   68.27  215.2   3.8e-64 histidine-containing phosphotransfer peotein
* Pn13.681            K01110  393.43  401.9  2.4e-120 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]
* Pn13.684            K01872  196.70 1101.8         0 alanyl-tRNA synthetase [EC:6.1.1.7]
* Pn13.706            K13420 1166.27 1197.1         0 LRR receptor-like serine/threonine-protein kinase FLS2 [EC:2.7.11.1]
* Pn13.712            K03522  207.83  402.6  1.6e-120 electron transfer flavoprotein alpha subunit
* Pn13.714            K11584  256.60  804.9  4.4e-242 serine/threonine-protein phosphatase 2A regulatory subunit B'
* Pn13.717            K02685  104.90  191.3   1.4e-56 DNA primase large subunit
* Pn13.720            K02685  104.90  163.1   4.8e-48 DNA primase large subunit
