# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* Pn9.1234            K14497  293.03  463.6  3.2e-139 protein phosphatase 2C [EC:3.1.3.16]
* Pn9.1220            K09872  227.30  552.0  2.3e-166 aquaporin PIP
* Pn9.1218            K00422  260.90  538.2  1.7e-161 polyphenol oxidase [EC:1.10.3.1]
* Pn9.1217            K00422  260.90  487.7  3.2e-146 polyphenol oxidase [EC:1.10.3.1]
* Pn9.1208            K12613  100.47  385.7  1.6e-115 mRNA-decapping enzyme subunit 2 [EC:3.6.1.62]
* Pn9.1206            K09338   75.40   95.7   1.4e-27 homeobox-leucine zipper protein
* Pn9.1203            K14486  150.40  412.1  2.4e-123 auxin response factor
* Pn9.1200            K15285  201.97  446.5  3.7e-134 solute carrier family 35, member E3
* Pn9.1179            K22522   75.87  463.7  1.7e-139 cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]
* Pn9.1178            K10960  219.90  595.8  1.9e-179 geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]
* Pn9.1174            K05391  229.50  958.0  2.4e-288 cyclic nucleotide gated channel, plant
* Pn9.1170            K07114   99.17  113.8   3.9e-33 Ca-activated chloride channel homolog
* Pn9.1162            K03639  138.13  535.2  4.7e-161 GTP 3',8-cyclase [EC:4.1.99.22]
* Pn9.1155            K12119  964.03 1052.9         0 cryptochrome 2
* Pn9.1147            K17804  102.20  191.2   1.4e-56 mitochondrial import inner membrane translocase subunit TIM44
* Pn9.1142            K08880   69.60  207.7   1.2e-61 serine/threonine kinase 19 [EC:2.7.11.1]
* Pn9.1141            K25079  149.33  306.1   2.5e-91 RNA-binding protein 42
* Pn9.1140            K25203  530.33 1228.5         0 exportin-4
* Pn9.1134            K07195  162.93  363.0  1.4e-108 exocyst complex component 7
* Pn9.1133            K08880   69.60  204.1   1.5e-60 serine/threonine kinase 19 [EC:2.7.11.1]
* Pn9.1132            K25079  149.33  315.9   2.7e-94 RNA-binding protein 42
* Pn9.1131            K25203  530.33 1227.2         0 exportin-4
* Pn9.1124            K07195  162.93  358.1  4.2e-107 exocyst complex component 7
* Pn9.1119            K15131   60.00  143.9   2.6e-42 mediator of RNA polymerase II transcription subunit 11
* Pn9.1116            K01537  945.67  961.2  2.3e-289 P-type Ca2+ transporter type 2C [EC:7.2.2.10]
* Pn9.1114            K22530  327.23  396.4  9.8e-119 ATPase family AAA domain-containing protein 1 [EC:3.6.1.-]
* Pn9.1100            K12194  132.50  169.9   3.6e-50 charged multivesicular body protein 4A/B
* Pn9.1091            K00999   90.80  319.6   1.4e-95 CDP-diacylglycerol--inositol 3-phosphatidyltransferase [EC:2.7.8.11]
* Pn9.1086            K20715  711.20 1535.0         0 phototropin [EC:2.7.11.1]
* Pn9.1084            K10398  589.47 1080.0         0 kinesin family member 11
* Pn9.1081            K00799   55.17   80.5   6.6e-23 glutathione S-transferase [EC:2.5.1.18]
* Pn9.1078            K01102  188.10  387.1  5.1e-116 pyruvate dehydrogenase phosphatase [EC:3.1.3.43]
* Pn9.1077            K18732   53.77   72.1   3.2e-20 SAP domain-containing ribonucleoprotein
* Pn9.1076            K11377   62.73  213.9   1.4e-63 elongator complex protein 6
* Pn9.1074            K13430  481.77  649.8  1.3e-195 serine/threonine-protein kinase PBS1 [EC:2.7.11.1]
* Pn9.1072            K12825   85.13  846.0  1.4e-254 splicing factor 3A subunit 1
* Pn9.1068            K03018 1375.17 2268.6         0 DNA-directed RNA polymerase III subunit RPC1 [EC:2.7.7.6]
* Pn9.1056            K09284  280.03  585.3    7e-176 AP2-like factor, euAP2 lineage
* Pn9.1054            K25006  141.00  198.0   1.6e-58 RNA-binding protein 24/38
* Pn9.1050            K17428   48.03  146.3   6.9e-43 large subunit ribosomal protein L47
* Pn9.1049            K01483   45.20   46.2   1.6e-12 ureidoglycolate lyase [EC:4.3.2.3]
* Pn9.1048            K05953  231.17  425.7    5e-128 nicotianamine synthase [EC:2.5.1.43]
* Pn9.1041            K10643  319.63  511.9  1.8e-153 CCR4-NOT transcription complex subunit 4 [EC:2.3.2.27]
* Pn9.1040            K00434  324.33  426.5  2.7e-128 L-ascorbate peroxidase [EC:1.11.1.11]
* Pn9.1039            K20536  699.57  703.9  1.5e-212 mitogen-activated protein kinase 3 [EC:2.7.11.24]
* Pn9.1034            K02154  431.53 1161.0         0 V-type H+-transporting ATPase subunit a
* Pn9.1032            K15286  215.77  227.4   9.4e-68 solute carrier family 35, member E4
* Pn9.1030            K10590  891.77 1177.2         0 E3 ubiquitin-protein ligase TRIP12 [EC:2.3.2.26]
* Pn9.1027            K09481   28.47  129.2   1.1e-37 protein transport protein SEC61 subunit beta
* Pn9.1021            K08472  160.90  810.1  3.9e-244 mlo protein
* Pn9.1020            K08472  160.90  807.5  2.4e-243 mlo protein
* Pn9.1011            K09481   28.47  129.2   1.1e-37 protein transport protein SEC61 subunit beta
* Pn9.1007            K08472  160.90  819.9  4.2e-247 mlo protein
* Pn9.1006            K08472  160.90  802.8  6.3e-242 mlo protein
* Pn9.1003            K08472  160.90  808.6  1.1e-243 mlo protein
* Pn9.985             K22403  145.70  154.3   3.3e-45 zinc finger MIZ domain-containing protein
* Pn9.972             K11368   34.07  162.0   3.2e-48 enhancer of yellow 2 transcription factor
* Pn9.961             K10257  440.27  716.4  4.8e-216 acyl-lipid omega-3 desaturase [EC:1.14.19.25 1.14.19.35 1.14.19.36]
* Pn9.954             K13412  534.20  723.4  9.6e-218 calcium-dependent protein kinase [EC:2.7.11.1]
* Pn9.950             K20557  124.67  400.9  2.4e-120 transcription factor VIP1
* Pn9.948             K03885  199.80  516.6  4.3e-155 NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]
* Pn9.946             K07390   88.27  167.5   2.7e-49 monothiol glutaredoxin
* Pn9.943             K01568  656.37  830.7  6.9e-250 pyruvate decarboxylase [EC:4.1.1.1]
* Pn9.942             K01568  656.37  728.0  7.8e-219 pyruvate decarboxylase [EC:4.1.1.1]
* Pn9.939             K10863   97.77  324.2   5.2e-97 aprataxin [EC:3.6.1.70 3.6.1.71 3.6.1.72]
* Pn9.938             K17506  309.43  349.9  9.1e-105 protein phosphatase 1L [EC:3.1.3.16]
* Pn9.936             K04040  294.63  625.1  1.4e-188 chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133]
* Pn9.935             K23877  183.47  241.3   8.5e-72 xyloglucan O-acetyltransferase
* Pn9.934             K01953   99.97  472.8  8.9e-142 asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
* Pn9.930             K04040  294.63  626.1  6.9e-189 chlorophyll/bacteriochlorophyll a synthase [EC:2.5.1.62 2.5.1.133]
* Pn9.929             K23877  183.47  242.0   5.5e-72 xyloglucan O-acetyltransferase
* Pn9.928             K01953   99.97  475.8  1.2e-142 asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
* Pn9.914             K22403  145.70  153.1   7.7e-45 zinc finger MIZ domain-containing protein
* Pn9.897             K11368   34.07  162.0   3.2e-48 enhancer of yellow 2 transcription factor
* Pn9.870             K00430  113.80  344.2  7.4e-103 peroxidase [EC:1.11.1.7]
* Pn9.867             K00430  113.80  423.3  7.8e-127 peroxidase [EC:1.11.1.7]
* Pn9.862             K00430  113.80  369.3  1.9e-110 peroxidase [EC:1.11.1.7]
* Pn9.852             K07195  162.93  187.9   1.3e-55 exocyst complex component 7
* Pn9.842             K00430  113.80  188.6   9.6e-56 peroxidase [EC:1.11.1.7]
* Pn9.825             K17408  110.17  341.6  4.1e-102 small subunit ribosomal protein S29
* Pn9.817             K06874   78.87  606.1  2.1e-182 zinc finger protein
* Pn9.815             K13424  521.10  562.5  7.1e-169 WRKY transcription factor 33
* Pn9.803             K07195  162.93  423.8  5.7e-127 exocyst complex component 7
* Pn9.790             K09286   88.90  147.3   2.7e-43 EREBP-like factor
* Pn9.788             K05909  434.30  964.9  1.7e-290 laccase [EC:1.10.3.2]
* Pn9.783             K20359   65.47  213.2     2e-63 PRA1 family protein 1
* Pn9.763             K02575  149.10  345.9  1.9e-103 MFS transporter, NNP family, nitrate/nitrite transporter
* Pn9.751             K02575  149.10  258.8     4e-77 MFS transporter, NNP family, nitrate/nitrite transporter
* Pn61.4              K00645  269.00  377.4    5e-113 [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
* Pn22.3              K09140   88.47  366.1  1.6e-109 pre-rRNA-processing protein TSR3
* Pn4.99              K15382   59.63   72.5   1.4e-20 solute carrier family 50 (sugar transporter)
* Pn4.102             K15849  584.17  793.6    2e-239 bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase [EC:2.6.1.1 2.6.1.78 2.6.1.79]
* Pn4.102             K00812  463.97  515.8  4.1e-155 aspartate aminotransferase [EC:2.6.1.1]
* Pn4.104             K15849  584.17  781.9  6.9e-236 bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase [EC:2.6.1.1 2.6.1.78 2.6.1.79]
* Pn4.104             K00812  463.97  508.7    6e-153 aspartate aminotransferase [EC:2.6.1.1]
* Pn4.106             K10581  296.67  421.7  2.6e-126 ubiquitin-conjugating enzyme E2 O [EC:2.3.2.24]
* Pn4.107             K17263  175.63  848.0  5.5e-255 cullin-associated NEDD8-dissociated protein 1
* Pn4.108             K17263  175.63  736.0  3.2e-221 cullin-associated NEDD8-dissociated protein 1
* Pn4.114             K14638  384.90  657.2  1.5e-197 solute carrier family 15 (peptide/histidine transporter), member 3/4
* Pn4.121             K00521  237.00  728.1  6.7e-219 ferric-chelate reductase [EC:1.16.1.7]
* Pn4.125             K10706  374.77  770.9  1.5e-231 senataxin [EC:5.6.2.-]
* Pn4.144             K13414  623.30  676.6  3.5e-203 mitogen-activated protein kinase kinase kinase 1 [EC:2.7.11.25]
* Pn4.156             K07152   53.90  149.9   4.4e-44 protein SCO1
* Pn4.160             K16075   95.47  189.7   2.9e-56 magnesium transporter
* Pn4.162             K07152   53.90  149.9   4.4e-44 protein SCO1
* Pn4.167             K16075   95.47  419.8  4.6e-126 magnesium transporter
* Pn4.172             K03240  355.60  625.1  8.5e-188 translation initiation factor eIF-2B subunit epsilon
* Pn4.173             K01626   59.20  360.9  5.8e-108 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
* Pn4.182             K20890  245.77  831.0  3.9e-250 xylan alpha-glucuronosyltransferase [EC:2.4.1.-]
* Pn4.190             K09286   88.90  153.0   4.9e-45 EREBP-like factor
* Pn4.209             K09286   88.90  156.6   4.1e-46 EREBP-like factor
* Pn4.234             K03108  110.83  165.8   6.5e-49 signal recognition particle subunit SRP72
* Pn4.235             K03108  110.83  393.1  1.4e-117 signal recognition particle subunit SRP72
* Pn4.236             K03108  110.83  595.8  7.3e-179 signal recognition particle subunit SRP72
* Pn4.238             K01495   59.27  368.1  1.2e-110 GTP cyclohydrolase IA [EC:3.5.4.16]
* Pn4.241             K14677  210.50  590.6  1.1e-177 aminoacylase [EC:3.5.1.14]
* Pn4.244             K14794  190.90  977.4  6.1e-294 ribosomal RNA-processing protein 12
* Pn4.245             K01087  171.47  439.2  6.1e-132 trehalose 6-phosphate phosphatase [EC:3.1.3.12]
* Pn4.247             K17497   73.80  488.3  6.6e-147 phosphomannomutase [EC:5.4.2.8]
* Pn4.253             K09286   88.90  157.5   2.1e-46 EREBP-like factor
* Pn4.274             K21596  109.60  117.7   2.2e-34 calmodulin-binding transcription activator
* Pn4.278             K09422  126.07  278.0   5.6e-83 transcription factor MYB, plant
* Pn4.279             K17506  309.43  363.2  8.9e-109 protein phosphatase 1L [EC:3.1.3.16]
* Pn4.281             K23870  615.57 1115.3         0 putative pectin methyltransferase [EC:2.1.1.-]
* Pn4.286             K06972  228.23 1124.9         0 presequence protease [EC:3.4.24.-]
* Pn4.293             K17604  118.80  247.9     7e-74 zinc finger SWIM domain-containing protein 3
* Pn4.300             K03926   30.57  187.0   2.1e-55 periplasmic divalent cation tolerance protein
* Pn4.304             K18810  299.57  419.3  6.7e-126 cyclin D1/2/4, plant
* Pn4.307             K12275   88.57  215.6   7.9e-64 translocation protein SEC62
* Pn4.360             K10664  222.20  344.1  6.9e-103 E3 ubiquitin-protein ligase ATL6/9/15/31/42/55 [EC:2.3.2.27]
* Pn4.363             K23998  547.73  921.0  9.9e-278 pyridoxal 5'-phosphate synthase / NAD(P)H-hydrate epimerase [EC:1.4.3.5 5.1.99.6]
* Pn4.363             K00275   31.50  313.9   8.2e-94 pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
* Pn4.365             K14485  527.87  747.3  4.8e-225 transport inhibitor response 1
* Pn4.370             K09338   75.40  146.5     5e-43 homeobox-leucine zipper protein
* Pn4.376             K06630  424.23  476.1  2.2e-143 14-3-3 protein epsilon
* Pn4.386             K10206  377.70  731.4  5.2e-220 LL-diaminopimelate aminotransferase [EC:2.6.1.83]
* Pn4.390             K14298  363.50  632.0  3.4e-190 mRNA export factor
* Pn4.390             K20367  297.07  398.5  2.9e-119 endoplasmic reticulum-Golgi intermediate compartment protein 3
* Pn4.392             K01922  138.67  457.6  3.2e-137 phosphopantothenate---cysteine ligase (ATP) [EC:6.3.2.51]
* Pn4.394             K14514  179.27  272.1   5.2e-81 ethylene-insensitive protein 3
* Pn4.409             K03688  419.70  465.7  1.2e-139 ubiquinone biosynthesis protein
* Pn4.409             K08869  333.00  368.8  1.8e-110 aarF domain-containing kinase
* Pn4.413             K13418 1176.17 1228.0         0 somatic embryogenesis receptor kinase 1 [EC:2.7.10.1 2.7.11.1]
* Pn4.423             K09286   88.90  144.0   2.8e-42 EREBP-like factor
* Pn4.424             K01166   76.80  128.0   2.5e-37 ribonuclease T2 [EC:4.6.1.19]
* Pn4.431             K20619  404.33  829.2  7.2e-250 cytochrome P450 family 78 subfamily A
* Pn4.438             K06944  294.83  731.7    4e-220 developmentally-regulated GTP-binding protein [EC:3.6.5.-]
* Pn4.442             K03938   40.37   74.3   6.3e-21 NADH dehydrogenase (ubiquinone) Fe-S protein 5
* Pn4.443             K02906  117.83  143.1   6.3e-42 large subunit ribosomal protein L3
* Pn4.445             K03938   40.37  107.3   4.9e-31 NADH dehydrogenase (ubiquinone) Fe-S protein 5
* Pn4.451             K07374  484.00 1010.4         0 tubulin alpha
* Pn4.457             K02219   43.10  177.9   9.4e-53 cyclin-dependent kinase regulatory subunit CKS1
* Pn4.459             K02997  178.73  420.3  3.4e-126 small subunit ribosomal protein S9e
* Pn4.460             K16913  183.17  190.2     2e-56 proline-, glutamic acid- and leucine-rich protein 1
* Pn4.462             K03869  844.87 1317.8         0 cullin 3
* Pn4.464             K15040   73.10  126.9   4.9e-37 voltage-dependent anion channel protein 2
* Pn4.472             K17609   52.17  317.2   9.1e-95 nucleoredoxin [EC:1.8.1.8]
* Pn4.474             K17609   52.17  302.3   2.9e-90 nucleoredoxin [EC:1.8.1.8]
* Pn4.530             K21804  214.83  253.3   1.8e-75 protein N-lysine methyltransferase METTL21A [EC:2.1.1.-]
* Pn4.532             K02915   26.23  202.3   2.1e-60 large subunit ribosomal protein L34e
* Pn4.538             K01166   76.80  201.5   1.1e-59 ribonuclease T2 [EC:4.6.1.19]
* Pn4.543             K12581   70.30  190.4   1.6e-56 CCR4-NOT transcription complex subunit 7/8
* Pn4.546             K01188  726.00  749.5  1.4e-225 beta-glucosidase [EC:3.2.1.21]
* Pn4.546             K05350  579.93  580.8  1.7e-174 beta-glucosidase [EC:3.2.1.21]
* Pn4.547             K01188  726.00  740.0  1.1e-222 beta-glucosidase [EC:3.2.1.21]
* Pn4.549             K20628  126.20  252.7   3.1e-75 expansin
* Pn4.562             K15112  346.93  441.7  6.3e-133 solute carrier family 25 (mitochondrial uncoupling protein), member 27
* Pn4.564             K01520   50.70  254.7   6.7e-76 dUTP pyrophosphatase [EC:3.6.1.23]
* Pn4.565             K07052   32.93   96.5   5.9e-28 CAAX protease family protein
* Pn4.571             K17609   52.17   69.4   8.8e-20 nucleoredoxin [EC:1.8.1.8]
* Pn4.574             K17609   52.17  177.9   1.2e-52 nucleoredoxin [EC:1.8.1.8]
* Pn4.575             K17609   52.17   76.1     8e-22 nucleoredoxin [EC:1.8.1.8]
* Pn4.578             K17609   52.17   79.3   8.4e-23 nucleoredoxin [EC:1.8.1.8]
* Pn4.583             K17609   52.17  311.6   4.5e-93 nucleoredoxin [EC:1.8.1.8]
* Pn4.585             K17609   52.17   64.8     2e-18 nucleoredoxin [EC:1.8.1.8]
* Pn4.587             K17609   52.17   80.2   4.6e-23 nucleoredoxin [EC:1.8.1.8]
* Pn4.588             K17609   52.17  141.8   1.1e-41 nucleoredoxin [EC:1.8.1.8]
* Pn4.589             K17609   52.17   80.6   3.5e-23 nucleoredoxin [EC:1.8.1.8]
* Pn4.591             K17609   52.17  253.6   1.6e-75 nucleoredoxin [EC:1.8.1.8]
* Pn4.485             K07052   32.93   97.0   4.4e-28 CAAX protease family protein
* Pn4.487             K01520   50.70  250.0   1.7e-74 dUTP pyrophosphatase [EC:3.6.1.23]
* Pn4.489             K15112  346.93  441.7  6.3e-133 solute carrier family 25 (mitochondrial uncoupling protein), member 27
* Pn4.502             K02115  254.63  446.7  3.9e-134 F-type H+-transporting ATPase subunit gamma
* Pn4.605             K23567   47.03  187.6   1.4e-55 ER membrane protein complex subunit 6
* Pn4.607             K01188  726.00  741.6  3.5e-223 beta-glucosidase [EC:3.2.1.21]
* Pn4.609             K00592  283.40  382.2  1.1e-114 [ribulose-bisphosphate carboxylase]/[fructose-bisphosphate aldolase]-lysine N-methyltransferase [EC:2.1.1.127 2.1.1.259]
* Pn4.610             K01188  726.00  748.6  2.6e-225 beta-glucosidase [EC:3.2.1.21]
* Pn4.610             K05350  579.93  581.2  1.2e-174 beta-glucosidase [EC:3.2.1.21]
* Pn4.612             K12581   70.30  281.2   4.2e-84 CCR4-NOT transcription complex subunit 7/8
* Pn4.615             K01166   76.80  222.3   4.9e-66 ribonuclease T2 [EC:4.6.1.19]
* Pn4.627             K02915   26.23  202.3   2.1e-60 large subunit ribosomal protein L34e
* Pn4.629             K21804  214.83  250.3   1.4e-74 protein N-lysine methyltransferase METTL21A [EC:2.1.1.-]
* Pn4.645             K02115  254.63  448.0  1.7e-134 F-type H+-transporting ATPase subunit gamma
* Pn4.646             K01899  548.50  615.0  2.8e-185 succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]
* Pn4.646             K01902  325.90  464.9  3.6e-140 succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
* Pn4.501             K01902  325.90  407.3  1.3e-122 succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
* Pn4.647             K16297  480.00  671.0  6.6e-202 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* Pn4.499             K15402  741.57  909.7  2.8e-274 fatty acid omega-hydroxylase [EC:1.14.-.-]
* Pn4.648             K15402  741.57  909.7  2.8e-274 fatty acid omega-hydroxylase [EC:1.14.-.-]
* Pn4.653             K05337   38.80   49.7   1.9e-13 ferredoxin
* Pn4.665             K07735   52.73   66.6   7.9e-19 putative transcriptional regulator
* Pn4.677             K14492  115.67  256.0   1.5e-76 two-component response regulator ARR-A family
* Pn4.685             K08901   43.13   70.2   1.2e-19 photosystem II oxygen-evolving enhancer protein 3
* Pn4.686             K08901   43.13  111.1     4e-32 photosystem II oxygen-evolving enhancer protein 3
