# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* Pn11.631            K07374  484.00  997.2  9.8e-301 tubulin alpha
* Pn11.638            K10892   71.90   86.8   4.8e-25 fanconi anemia group E protein
* Pn11.639            K09510  461.87  494.5  1.1e-148 DnaJ homolog subfamily B member 4
* Pn11.644            K20843  635.80 1069.2         0 hydroxyproline O-galactosyltransferase 2/3/4/5/6 [EC:2.4.1.-]
* Pn11.645            K13508  219.03  449.7  5.5e-135 glycerol-3-phosphate acyltransferase [EC:2.3.1.15 2.3.1.198]
* Pn11.648            K11594  716.27  922.0  9.6e-278 ATP-dependent RNA helicase DDX3X [EC:3.6.4.13]
* Pn11.654            K22522   75.87  416.4  4.3e-125 cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]
* Pn11.656            K07374  484.00  998.9    3e-301 tubulin alpha
* Pn11.667            K08900  141.00  145.9   8.3e-43 mitochondrial chaperone BCS1
* Pn11.674            K08900  141.00  332.4   2.6e-99 mitochondrial chaperone BCS1
* Pn11.678            K08900  141.00  151.2   2.1e-44 mitochondrial chaperone BCS1
* Pn11.690            K08900  141.00  160.2   3.7e-47 mitochondrial chaperone BCS1
* Pn11.698            K08900  141.00  169.4   6.1e-50 mitochondrial chaperone BCS1
* Pn11.713            K08900  141.00  174.8   1.4e-51 mitochondrial chaperone BCS1
* Pn11.719            K08900  141.00  280.0   1.8e-83 mitochondrial chaperone BCS1
* Pn11.725            K09338   75.40  171.6   1.2e-50 homeobox-leucine zipper protein
* Pn11.730            K23877  183.47  242.5   3.9e-72 xyloglucan O-acetyltransferase
* Pn11.752            K10881   22.53   94.7   2.4e-27 26 proteasome complex subunit DSS1
* Pn11.756            K10881   22.53   69.5   1.5e-19 26 proteasome complex subunit DSS1
* Pn11.763            K16280  200.50  574.7  5.2e-173 E3 ubiquitin-protein ligase RGLG [EC:2.3.2.27]
* Pn11.764            K11885   93.30  476.2  5.4e-143 DNA damage-inducible protein 1
* Pn11.765            K22066  143.37  243.8   1.4e-72 BolA-like protein 1
* Pn11.765            K02426  101.47  159.6     4e-47 cysteine desulfuration protein SufE
* Pn11.765            K05527   69.00  122.1   9.3e-36 BolA family transcriptional regulator, general stress-responsive regulator
* Pn11.766            K02234  245.47  274.7   4.5e-82 cobalamin biosynthesis protein CobW
* Pn11.768            K23025  975.30 1641.8         0 H+-translocating diphosphatase [EC:7.1.3.1]
* Pn11.784            K02136  314.67  437.1  2.4e-131 F-type H+-transporting ATPase subunit gamma
* Pn11.790            K14484   88.07  127.1   4.1e-37 auxin-responsive protein IAA
* Pn11.804            K13153   50.47  109.4     1e-31 U11/U12 small nuclear ribonucleoprotein 25 kDa protein
* Pn11.879            K00588  111.23  332.9     1e-99 caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
* Pn11.885            K00588  111.23  462.5    4e-139 caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
* Pn11.886            K00728   76.13  109.6   5.6e-32 dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
* Pn11.892            K07198  448.73  472.1  1.2e-141 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
* Pn11.895            K09753  357.23  654.9  1.8e-197 cinnamoyl-CoA reductase [EC:1.2.1.44]
* Pn11.898            K11267  199.03  225.4   4.2e-67 sister chromatid cohesion protein PDS5
* Pn11.899            K11855  415.83  566.7  4.4e-170 ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12]
* Pn11.905            K16075   95.47  136.1   5.5e-40 magnesium transporter
* Pn11.907            K01115  109.87  587.9  1.9e-176 phospholipase D1/2 [EC:3.1.4.4]
* Pn11.909            K09747   23.70   78.0   3.3e-22 nucleoid-associated protein EbfC
* Pn11.914            K03260  113.87  540.0  5.1e-162 translation initiation factor 4G
* Pn11.915            K00432   50.63  303.8     1e-90 glutathione peroxidase [EC:1.11.1.9]
* Pn11.918            K08330  272.70  807.8  8.5e-243 autophagy-related protein 11
* Pn11.920            K22683  387.33  408.1  2.3e-122 aspartyl protease family protein [EC:3.4.23.-]
* Pn11.924            K08900  141.00  421.5  2.6e-126 mitochondrial chaperone BCS1
* Pn11.932            K08248  751.93  840.9  3.6e-253 (R)-mandelonitrile lyase [EC:4.1.2.10]
* Pn11.934            K03539   43.10   45.1   3.8e-12 ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5]
* Pn11.935            K17302  332.23 1248.9         0 coatomer subunit beta'
* Pn11.944            K20887  925.57 1186.4         0 xyloglucan glycosyltransferase 4 [EC:2.4.1.-]
* Pn11.946            K12896  196.70  224.8   6.8e-67 serine/arginine-rich splicing factor 7
* Pn11.960            K15404  546.53  593.7  3.3e-178 aldehyde decarbonylase [EC:4.1.99.5]
* Pn11.965            K22314  151.70  410.6  1.8e-123 glucosinolate gamma-glutamyl hydrolase [EC:3.4.19.16]
* Pn11.966            K10839   98.90  458.1  1.4e-137 UV excision repair protein RAD23
* Pn11.967            K09285  278.43  413.5  4.8e-124 AP2-like factor, ANT lineage
* Pn11.969            K00327  571.60  918.1  2.3e-276 NADPH-ferrihemoprotein reductase [EC:1.6.2.4]
* Pn11.971            K11254   52.73  107.4     4e-31 histone H4
* Pn11.977            K17913  477.13  938.3  6.5e-283 carlactone synthase / all-trans-10'-apo-beta-carotenal 13,14-cleaving dioxygenase [EC:1.13.11.69 1.13.11.70]
* Pn11.978            K07151  233.83 1029.7         0 dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]
* Pn11.982            K01054  174.53  349.7  8.6e-105 acylglycerol lipase [EC:3.1.1.23]
* Pn11.984            K09338   75.40  103.0   8.8e-30 homeobox-leucine zipper protein
* Pn11.987            K09338   75.40   81.1   3.9e-23 homeobox-leucine zipper protein
* Pn11.989            K09338   75.40  100.3   5.5e-29 homeobox-leucine zipper protein
* Pn11.991            K09338   75.40   79.3   1.4e-22 homeobox-leucine zipper protein
* Pn11.996            K14496  127.87  273.4   1.6e-81 abscisic acid receptor PYR/PYL family
* Pn11.999            K03455  143.10  382.5  2.1e-114 monovalent cation:H+ antiporter-2, CPA2 family
* Pn11.473            K08900  141.00  166.4     5e-49 mitochondrial chaperone BCS1
* Pn11.465            K09338   75.40  171.6   1.2e-50 homeobox-leucine zipper protein
* Pn11.461            K23877  183.47  258.1   7.4e-77 xyloglucan O-acetyltransferase
* Pn11.449            K13153   50.47   61.6   3.9e-17 U11/U12 small nuclear ribonucleoprotein 25 kDa protein
* Pn11.433            K03501   72.13  287.2   6.6e-86 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]
* Pn11.428            K03921  171.40  285.8     3e-85 acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]
* Pn11.407            K20823  100.50  692.2  5.7e-208 N-alpha-acetyltransferase 35, NatC auxiliary subunit
* Pn11.405            K13783  533.50  637.1  1.6e-191 MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2
* Pn11.403            K09286   88.90  146.0   6.7e-43 EREBP-like factor
* Pn11.392            K02200   20.83   36.1   3.1e-09 cytochrome c-type biogenesis protein CcmH
* Pn11.389            K01183  116.00  270.0   1.9e-80 chitinase [EC:3.2.1.14]
* Pn11.386            K14491  165.47  535.9  6.6e-161 two-component response regulator ARR-B family
* Pn11.384            K01126  136.40  175.7   6.5e-52 glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
* Pn11.382            K01126  136.40  180.9   1.8e-53 glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
* Pn11.380            K25186   73.67  341.4  3.9e-102 replication termination factor 2
* Pn11.371            K16280  200.50  626.2  1.2e-188 E3 ubiquitin-protein ligase RGLG [EC:2.3.2.27]
* Pn11.370            K11885   93.30  476.2  5.4e-143 DNA damage-inducible protein 1
* Pn11.369            K22066  143.37  245.7   3.5e-73 BolA-like protein 1
* Pn11.369            K02426  101.47  160.0     3e-47 cysteine desulfuration protein SufE
* Pn11.369            K05527   69.00  125.2   1.1e-36 BolA family transcriptional regulator, general stress-responsive regulator
* Pn11.368            K02234  245.47  276.1   1.6e-82 cobalamin biosynthesis protein CobW
* Pn11.352            K02136  314.67  435.1    1e-130 F-type H+-transporting ATPase subunit gamma
* Pn11.349            K00759   95.53  226.6     2e-67 adenine phosphoribosyltransferase [EC:2.4.2.7]
* Pn11.346            K14484   88.07  126.1   8.4e-37 auxin-responsive protein IAA
* Pn11.339            K13153   50.47   63.9   7.6e-18 U11/U12 small nuclear ribonucleoprotein 25 kDa protein
* Pn11.325            K00966  301.40  514.9  7.5e-155 mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
* Pn11.324            K03501   72.13  298.6   2.1e-89 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]
* Pn11.321            K18810  299.57  310.7   6.7e-93 cyclin D1/2/4, plant
* Pn11.300            K20043  639.20  683.5  2.1e-205 clathrin coat assembly protein AP180
* Pn11.299            K20823  100.50  692.2  5.7e-208 N-alpha-acetyltransferase 35, NatC auxiliary subunit
* Pn11.297            K13783  533.50  634.0  1.4e-190 MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2
* Pn11.295            K09286   88.90  147.0   3.4e-43 EREBP-like factor
* Pn11.282            K09286   88.90  127.2   3.7e-37 EREBP-like factor
* Pn11.282            K02200   20.83   69.0     3e-19 cytochrome c-type biogenesis protein CcmH
* Pn11.280            K01183  116.00  277.6   9.6e-83 chitinase [EC:3.2.1.14]
* Pn11.274            K14491  165.47  328.4   4.6e-98 two-component response regulator ARR-B family
* Pn11.272            K01126  136.40  172.7   5.5e-51 glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
* Pn11.269            K25186   73.67  342.9  1.4e-102 replication termination factor 2
* Pn11.267            K01955 1514.57 1787.8         0 carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
* Pn11.262            K00588  111.23  122.9   6.9e-36 caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
* Pn11.260            K00588  111.23  354.7  2.4e-106 caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
* Pn11.258            K00588  111.23  119.7   6.4e-35 caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
* Pn11.257            K00588  111.23  332.9     1e-99 caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
* Pn11.256            K00588  111.23  151.4   1.4e-44 caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
* Pn11.254            K00588  111.23  124.6     2e-36 caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
* Pn11.253            K00588  111.23  267.3   8.5e-80 caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
* Pn11.249            K00588  111.23  329.4   1.1e-98 caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
* Pn11.248            K00588  111.23  151.0   1.9e-44 caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
* Pn11.246            K00588  111.23  464.1  1.3e-139 caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]
* Pn11.245            K00728   76.13  115.2   1.1e-33 dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]
* Pn11.238            K07198  448.73  472.5  9.1e-142 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
* Pn11.236            K09753  357.23  656.6  5.9e-198 cinnamoyl-CoA reductase [EC:1.2.1.44]
* Pn11.233            K11267  199.03  225.8   3.3e-67 sister chromatid cohesion protein PDS5
* Pn11.232            K11855  415.83  572.5  7.8e-172 ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12]
* Pn11.227            K05674 1505.73 1791.3         0 ATP-binding cassette, subfamily C (CFTR/MRP), member 10
* Pn11.226            K16075   95.47  138.2   1.3e-40 magnesium transporter
* Pn11.224            K01115  109.87  587.4  2.7e-176 phospholipase D1/2 [EC:3.1.4.4]
* Pn11.222            K09747   23.70   79.8   9.6e-23 nucleoid-associated protein EbfC
* Pn11.214            K03260  113.87  530.9  2.8e-159 translation initiation factor 4G
* Pn11.213            K00432   50.63  301.0   7.1e-90 glutathione peroxidase [EC:1.11.1.9]
* Pn11.205            K22683  387.33  409.2  1.1e-122 aspartyl protease family protein [EC:3.4.23.-]
* Pn11.201            K08900  141.00  416.8    7e-125 mitochondrial chaperone BCS1
* Pn11.194            K08248  751.93  841.8  1.8e-253 (R)-mandelonitrile lyase [EC:4.1.2.10]
* Pn11.193            K03539   43.10   44.3   6.9e-12 ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5]
* Pn11.192            K17302  332.23 1246.4         0 coatomer subunit beta'
* Pn11.183            K20887  925.57 1179.1         0 xyloglucan glycosyltransferase 4 [EC:2.4.1.-]
* Pn11.181            K12896  196.70  220.3   1.6e-65 serine/arginine-rich splicing factor 7
* Pn11.162            K15404  546.53  593.3  4.3e-178 aldehyde decarbonylase [EC:4.1.99.5]
* Pn11.155            K22314  151.70  410.8  1.6e-123 glucosinolate gamma-glutamyl hydrolase [EC:3.4.19.16]
* Pn11.154            K10839   98.90  458.1  1.4e-137 UV excision repair protein RAD23
* Pn11.153            K09285  278.43  415.8  9.7e-125 AP2-like factor, ANT lineage
* Pn11.151            K00327  571.60  914.7  2.5e-275 NADPH-ferrihemoprotein reductase [EC:1.6.2.4]
* Pn11.149            K11254   52.73   83.0   1.2e-23 histone H4
* Pn11.140            K17913  477.13  940.4  1.5e-283 carlactone synthase / all-trans-10'-apo-beta-carotenal 13,14-cleaving dioxygenase [EC:1.13.11.69 1.13.11.70]
* Pn11.139            K07151  233.83 1026.8         0 dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]
* Pn11.135            K01054  174.53  351.1  3.1e-105 acylglycerol lipase [EC:3.1.1.23]
* Pn11.132            K09338   75.40  101.1   3.3e-29 homeobox-leucine zipper protein
* Pn11.127            K09338   75.40   80.0   8.1e-23 homeobox-leucine zipper protein
* Pn11.122            K14496  127.87  302.8   1.8e-90 abscisic acid receptor PYR/PYL family
* Pn11.118            K03455  143.10  382.3  2.5e-114 monovalent cation:H+ antiporter-2, CPA2 family
* Pn11.110            K14411  286.33  352.7  1.2e-105 RNA-binding protein Musashi
* Pn11.107            K14300  151.93  466.6  9.3e-140 nuclear pore complex protein Nup133
* Pn11.106            K09487 1100.87 1139.1         0 heat shock protein 90kDa beta
* Pn11.106            K04079   60.10  765.2  4.3e-230 molecular chaperone HtpG
* Pn11.105            K04043  790.47  927.3  4.4e-279 molecular chaperone DnaK
* Pn11.99             K07760  434.07  481.5    1e-144 cyclin-dependent kinase [EC:2.7.11.22]
* Pn11.94             K19984  262.77  849.3  1.6e-255 exocyst complex component 5
* Pn11.92             K08997  244.73  737.9  4.9e-222 serine/tyrosine/threonine adenylyltransferase [EC:2.7.7.-]
* Pn11.91             K02983   77.27  135.3   1.3e-39 small subunit ribosomal protein S30e
* Pn11.86             K02909   20.40  105.1   1.4e-30 large subunit ribosomal protein L31
* Pn11.85             K00975  197.27  305.0   3.5e-91 glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
* Pn11.81             K14003  138.13  307.2   8.5e-92 prolactin regulatory element-binding protein
* Pn11.76             K15172  202.30 1079.2         0 transcription elongation factor SPT5
* Pn11.69             K22390  139.30  428.1  2.4e-128 acid phosphatase type 7
* Pn11.62             K05929  210.13  804.0  5.3e-242 phosphoethanolamine N-methyltransferase [EC:2.1.1.103]
* Pn11.61             K06640 1239.87 2465.8         0 serine/threonine-protein kinase ATR [EC:2.7.11.1]
* Pn11.52             K10144  308.13  411.7  1.1e-123 RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]
* Pn11.49             K18734  203.37  579.8  5.4e-174 protein SMG8
* Pn11.48             K07910  271.30  358.8    9e-108 Ras-related protein Rab-18
* Pn11.45             K00889  348.20  612.5  4.8e-184 1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]
* Pn11.34             K24104   56.50  405.7  1.5e-121 GPN-loop GTPase
* Pn11.30             K17506  309.43  377.3  4.5e-113 protein phosphatase 1L [EC:3.1.3.16]
* Pn11.26             K00487  555.20  894.5  7.8e-270 trans-cinnamate 4-monooxygenase [EC:1.14.14.91]
* Pn11.17             K01904  559.03  674.0  1.7e-202 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn11.5              K23025  975.30 1070.8         0 H+-translocating diphosphatase [EC:7.1.3.1]
* Pn11.2              K00967  236.07  572.6    4e-172 ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14]
* Pn27.210            K02111  442.43  953.4  4.3e-287 F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
* Pn27.211            K02110   67.77  128.2   1.2e-37 F-type H+-transporting ATPase subunit c
* Pn27.212            K02967  146.30  314.1   7.4e-94 small subunit ribosomal protein S2
* Pn27.215            K02111  442.43  753.2  1.5e-226 F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
* Pn27.217            K02704  300.00  647.7    4e-195 photosystem II CP47 chlorophyll apoprotein
* Pn27.225            K19306  108.73  117.3   2.9e-34 18S rRNA (guanine1575-N7)-methyltransferase [EC:2.1.1.309]
* Pn27.234            K10777  462.40  967.1  6.1e-291 DNA ligase 4 [EC:6.5.1.1]
* Pn27.242            K14696  177.63  612.4  7.8e-184 solute carrier family 30 (zinc transporter), member 9
* Pn27.246            K02937   99.10  463.8  1.4e-139 large subunit ribosomal protein L7e
* Pn27.254            K05350  579.93  675.7  3.3e-203 beta-glucosidase [EC:3.2.1.21]
* Pn27.255            K10746  205.90  319.5   2.6e-95 exonuclease 1 [EC:3.1.-.-]
* Pn27.273            K17710  341.97  412.4  1.5e-123 pentatricopeptide repeat domain-containing protein 1
* Pn27.285            K09873  271.70  350.5  3.7e-105 aquaporin TIP
* Pn27.287            K09873  271.70  355.9  8.6e-107 aquaporin TIP
* Pn27.297            K15202   81.47  153.9   3.5e-45 general transcription factor 3C polypeptide 5 (transcription factor C subunit 1)
* Pn27.298            K15202   81.47  170.0   4.6e-50 general transcription factor 3C polypeptide 5 (transcription factor C subunit 1)
* Pn27.310            K01602   45.23   75.2   2.4e-21 ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]
* Pn27.313            K09286   88.90   93.5   6.5e-27 EREBP-like factor
* Pn27.314            K12948   58.03  168.9   5.4e-50 signal peptidase complex subunit 3 [EC:3.4.-.-]
* Pn27.315            K09422  126.07  247.4   1.2e-73 transcription factor MYB, plant
* Pn5.1521            K02703  294.40  806.8  6.6e-243 photosystem II P680 reaction center D1 protein [EC:1.10.3.9]
* Pn5.1523            K02110   67.77  126.1   5.1e-37 F-type H+-transporting ATPase subunit c
* Pn5.1524            K02967  146.30  295.0   4.7e-88 small subunit ribosomal protein S2
* Pn5.1527            K02689  906.87 1294.7         0 photosystem I P700 chlorophyll a apoprotein A1
* Pn5.1528            K02114   91.23  160.4   1.8e-47 F-type H+-transporting ATPase subunit epsilon
* Pn5.1529            K02112  508.03  793.3  5.4e-239 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
* Pn5.1531            K02634  241.77  270.3   1.1e-80 apocytochrome f
* Pn5.1532            K02707  105.27  168.5   3.1e-50 photosystem II cytochrome b559 subunit alpha
* Pn5.1533            K02704  300.00  673.3  7.1e-203 photosystem II CP47 chlorophyll apoprotein
* Pn27.162            K02890   81.03  100.0   6.8e-29 large subunit ribosomal protein L22
* Pn27.163            K02637  173.03  303.8   9.7e-92 cytochrome b6-f complex subunit 4
* Pn27.164            K02709  114.20  118.9     2e-35 photosystem II PsbH protein
* Pn27.165            K02704  300.00  653.4  7.4e-197 photosystem II CP47 chlorophyll apoprotein
* Pn27.166            K02707  105.27  168.2   3.6e-50 photosystem II cytochrome b559 subunit alpha
* Pn27.167            K01963  339.80  375.2  1.6e-112 acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
* Pn27.168            K01601  342.93  368.3  2.4e-110 ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]
* Pn27.169            K02112  508.03  806.4  5.8e-243 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
* Pn27.171            K02689  906.87 1513.7         0 photosystem I P700 chlorophyll a apoprotein A1
* Pn27.172            K02954   24.47   86.0   1.5e-24 small subunit ribosomal protein S14
* Pn27.173            K03043  596.87 1372.9         0 DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
* Pn27.174            K02967  146.30  314.1   7.4e-94 small subunit ribosomal protein S2
* Pn27.175            K02110   67.77  128.2   1.2e-37 F-type H+-transporting ATPase subunit c
* Pn27.176            K02111  442.43  953.4  4.3e-287 F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
* Pn27.181            K02704  300.00  736.8  4.1e-222 photosystem II CP47 chlorophyll apoprotein
* Pn27.182            K02634  241.77  361.2  2.6e-108 apocytochrome f
* Pn27.1              K02689  906.87 1199.0         0 photosystem I P700 chlorophyll a apoprotein A1
* Pn27.2              K02112  508.03  570.1  2.2e-171 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
* Pn27.7              K02704  300.00  438.1  1.4e-131 photosystem II CP47 chlorophyll apoprotein
* Pn27.10             K02709  114.20  117.4   5.8e-35 photosystem II PsbH protein
* Pn27.205            K02112  508.03  833.4  3.9e-251 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
* Pn27.204            K01963  339.80  360.5  4.6e-108 acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
* Pn27.202            K03040   53.40  183.9   1.8e-54 DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]
* Pn27.201            K02948  106.23  188.8   6.5e-56 small subunit ribosomal protein S11
* Pn27.199            K02992  108.93  200.7   8.4e-60 small subunit ribosomal protein S7
* Pn27.197            K02703  294.40  834.0  3.8e-251 photosystem II P680 reaction center D1 protein [EC:1.10.3.9]
* Pn27.196            K02111  442.43  867.8  3.4e-261 F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
* Pn27.195            K02110   67.77  128.2   1.2e-37 F-type H+-transporting ATPase subunit c
* Pn27.194            K02967  146.30  314.1   7.4e-94 small subunit ribosomal protein S2
* Pn27.191            K05581  235.60  284.1   1.5e-85 NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2]
* Pn27.188            K02704  300.00  697.5  3.2e-210 photosystem II CP47 chlorophyll apoprotein
* Pn27.187            K02709  114.20  120.9   4.9e-36 photosystem II PsbH protein
* Pn27.186            K02874   91.47  219.6   1.4e-65 large subunit ribosomal protein L14
* Pn27.151            K02874   91.47  219.1     2e-65 large subunit ribosomal protein L14
* Pn27.150            K02637  173.03  310.5   8.8e-94 cytochrome b6-f complex subunit 4
* Pn27.149            K02709  114.20  123.4   8.2e-37 photosystem II PsbH protein
* Pn27.148            K02704  300.00 1100.1         0 photosystem II CP47 chlorophyll apoprotein
* Pn27.145            K02703  294.40  457.9  2.7e-137 photosystem II P680 reaction center D1 protein [EC:1.10.3.9]
* Pn27.143            K02110   67.77  126.3   4.4e-37 F-type H+-transporting ATPase subunit c
* Pn27.139            K02948  106.23  199.2   4.5e-59 small subunit ribosomal protein S11
