# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* Pn22.966            K03549  190.53  261.8   1.7e-79 KUP system potassium uptake protein
* Pn22.813            K00700  287.97  846.6  2.6e-256 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
* Pn22.424            K23618  885.13  957.4  2.7e-290 acyl-activating enzyme 11/12 [EC:6.2.1.2 6.2.1.-]
* Pn17.1121           K13679  602.30  995.4  8.8e-302 granule-bound starch synthase [EC:2.4.1.242]
* Pn17.1121           K00703  137.50  500.2  1.2e-151 starch synthase [EC:2.4.1.21]
* Pn17.1004           K14496  127.87  297.6   1.9e-90 abscisic acid receptor PYR/PYL family
* Pn17.999            K06934   42.20   55.0   8.4e-17 uncharacterized protein
* Pn17.758            K15333  130.53  190.0   6.8e-58 tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
* Pn17.308            K22547  187.13  213.7   2.5e-65 arsenate reductase [EC:1.20.4.1]
* Pn5.1883            K01051   76.27  412.3  3.2e-125 pectinesterase [EC:3.1.1.11]
* Pn55.41             K00430  113.80  479.6  2.1e-145 peroxidase [EC:1.11.1.7]
* Pn5.2814            K00430  113.80  478.0  6.1e-145 peroxidase [EC:1.11.1.7]
* Pn5.2847            K00975  197.27  663.2  2.7e-201 glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
* Pn2.1301            K09422  126.07  226.1     1e-68 transcription factor MYB, plant
* Pn4.2743            K05909  434.30  881.9  5.9e-267 laccase [EC:1.10.3.2]
* Pn4.2253            K09458  469.33  543.3  9.6e-165 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
* Pn36.35             K13449  155.07  207.4   3.3e-63 pathogenesis-related protein 1
* Pn3.198             K15687   85.87   92.8   3.2e-28 E3 ubiquitin-protein ligase makorin [EC:2.3.2.27]
* Pn3.257             K01051   76.27  413.2  1.7e-125 pectinesterase [EC:3.1.1.11]
* Pn9.195             K07198  448.73  470.9  8.1e-143 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]
* Pn9.267             K03921  171.40  628.5  1.1e-190 acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]
* Pn30.11             K03921  171.40  630.4  3.1e-191 acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]
* Pn21.1344           K00660  570.13  839.8  2.3e-254 chalcone synthase [EC:2.3.1.74]
* Pn21.1344           K12644  584.87  659.8  1.5e-200 acridone synthase [EC:2.3.1.159]
* Pn21.1229           K00928  399.47  580.5  4.9e-176 aspartate kinase [EC:2.7.2.4]
* Pn21.630            K00134  410.33  663.1  2.4e-201 glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]
* Pn21.518            K08176  334.53  777.9  1.1e-235 MFS transporter, PHS family, inorganic phosphate transporter
* Pn16.1198           K01904  559.03  685.6  1.5e-207 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn16.1236           K01904  559.03  705.3  1.6e-213 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn16.1237           K01904  559.03  675.3  1.9e-204 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn16.933            K09458  469.33  546.2  1.3e-165 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
* Pn17.144            K13457  619.10  834.1  2.5e-252 disease resistance protein RPM1
* Pn17.16             K21867  380.03 1230.3         0 potassium channel
* Pn11.349            K00759   95.53  226.6   5.9e-69 adenine phosphoribosyltransferase [EC:2.4.2.7]
* Pn11.26             K00487  555.20  894.5  2.3e-271 trans-cinnamate 4-monooxygenase [EC:1.14.14.91]
* Pn11.1123           K13679  602.30  917.5  3.4e-278 granule-bound starch synthase [EC:2.4.1.242]
* Pn11.1123           K00703  137.50  451.4  6.6e-137 starch synthase [EC:2.4.1.21]
* Pn11.1187           K00232  177.33  506.8  1.5e-153 acyl-CoA oxidase [EC:1.3.3.6]
* Pn28.76             K01061   85.77  109.9     2e-33 carboxymethylenebutenolidase [EC:3.1.1.45]
* Pn33.249            K07517  161.80  334.3  7.7e-102 Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]
* Pn26.260            K08695  444.53  546.0  2.2e-165 anthocyanidin reductase [EC:1.3.1.77]
* Pn26.37             K24028  365.17  447.3    9e-136 salicylic acid 3-hydroxylase [EC:1.14.11.-]
* Pn19.1046           K09419  215.40  352.7  3.1e-107 heat shock transcription factor, other eukaryote
* Pn19.958            K16297  480.00  544.8    3e-165 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* Pn19.263            K00574  138.33  169.6   1.3e-51 cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]
* Pn7.1285            K13447  505.90 1340.4         0 respiratory burst oxidase [EC:1.6.3.- 1.11.1.-]
* Pn38.121            K09286   88.90  169.3   1.6e-51 EREBP-like factor
* Pn44.3              K16302  205.77  590.0  9.6e-179 metal transporter CNNM
* Pn54.61             K16302  205.77  589.8  1.1e-178 metal transporter CNNM
* Pn15.1052           K00208  267.37  420.3  8.3e-128 enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
* Pn15.1074           K00208  267.37  422.7  1.5e-128 enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
* Pn15.1114           K09422  126.07  268.1   1.7e-81 transcription factor MYB, plant
* Pn8.2794            K15283  254.67  469.5  1.2e-142 solute carrier family 35, member E1
* Pn3.3195            K17098  347.77  497.3  7.2e-151 annexin D
* Pn3.3529            K00799   55.17  123.9   1.2e-37 glutathione S-transferase [EC:2.5.1.18]
* Pn3.3541            K00799   55.17  110.0   2.1e-33 glutathione S-transferase [EC:2.5.1.18]
* Pn3.3558            K00799   55.17  110.0   2.1e-33 glutathione S-transferase [EC:2.5.1.18]
* Pn3.4306            K10526  687.67  713.7  1.5e-216 OPC-8:0 CoA ligase 1 [EC:6.2.1.-]
* Pn3.4306            K01904  559.03  636.8  8.4e-193 4-coumarate--CoA ligase [EC:6.2.1.12]
* Pn23.303            K13356  142.73  399.3  3.5e-121 alcohol-forming fatty acyl-CoA reductase [EC:1.2.1.84]
* Pn23.339            K13356  142.73  331.8  9.3e-101 alcohol-forming fatty acyl-CoA reductase [EC:1.2.1.84]
