Pn9	30095889	30096847
Pn9	30496411	30499484
Pn9	30963508	30966582
Pn9	24822704	24824265
Pn5	14167980	14169468
Pn5	13011847	13017063
Pn5	15017994	15018629
Pn5	14984415	14986416
Pn5	2555352	2556565
Pn5	709569	711507
Pn5	3831965	3834459
Pn4	21394911	21395277
Pn4	23173633	23174004
Pn25	16721465	16723003
Pn25	17874603	17876818
Pn25	8783744	8788041
Pn25	8830550	8830990
Pn13	22777900	22779258
Pn25	8960116	8960556
Pn13	23345021	23346397
Pn25	9180894	9183799
Pn25	9197911	9198342
Pn9	385475	387135
Pn9	1691381	1693454
Pn9	3550760	3551639
Pn9	3632790	3634265
Pn9	3759340	3760815
Pn9	5629182	5630093
Pn9	6840389	6845413
Pn9	6938888	6948920
Pn9	7046390	7046773
Pn9	9308731	9311012
Pn9	9446873	9447303
Pn25	11177478	11177861
Pn25	14287105	14288225
Pn26	13546265	13548840
Pn26	12076680	12077058
Pn26	11965980	11967738
Pn26	11898719	11899454
Pn15	27850721	27852427
Pn15	26036711	26039516
Pn5	9613315	9614552
Pn5	9612463	9612916
Pn5	9606347	9607060
Pn25	5754975	5755553
Pn7	2111004	2111908
Pn19	14507206	14508095
Pn19	17977475	17997422
Pn24	17343649	17347932
Pn24	6038557	6044560
Pn19	8841265	8842210
Pn7	2819460	2820791
Pn7	2733523	2743123
Pn7	3063231	3065360
Pn7	3290250	3290576
Pn5	5959712	5961292
Pn5	5881175	5883594
Pn17	18593270	18594909
Pn17	17414830	17416469
Pn17	17385001	17386640
Pn17	17243310	17245034
Pn17	16510600	16513169
Pn22	11833096	11839936
Pn17	13358483	13359402
Pn22	15358002	15359496
Pn22	15666957	15670508
Pn22	325430	326823
Pn17	23686225	23686728
Pn7	3894710	3904219
Pn22	13605316	13606810
Pn2	17002975	17003382
Pn2	16963279	16963686
Pn2	11954552	11955193
Pn2	7959173	7960555
Pn2	6242811	6245991
Pn2	4048226	4049507
Pn2	20427800	20432745
Pn6	33316348	33316860
Pn6	33311576	33316316
Pn6	32868146	32870006
Pn6	32025113	32027746
Pn6	4011763	4015985
Pn8	2326682	2328857
Pn8	1393638	1396630
Pn8	25882062	25883930
Pn8	26306037	26306545
Pn8	27591141	27591662
Pn18	4588487	4589988
Pn26	8576231	8577589
Pn18	9015811	9016056
Pn26	9164119	9166693
Pn18	20563386	20563757
